Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer,label
516001,08562 272829,9704798189,0788 2219888, 0565 2443310,ircskadapa@gmail.com,http://redcrosskarnataka.org/,Dr. B. M. P. Sailaja,	,8500776498,ircskadapa@gmail.com,1
516002,0251 2442283,9440269795,0788 2219888, 0565 2443310,bogaparvathamma@yahoo.com,http://redcrosskarnataka.org/,Dr A Nageswar Rao,	,09440826292	,bogaparvathamma@yahoo.com,1
516001,0251 2442283,9703158194,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,sgr2k2@gmail.com,1
516001,"08562 200505, 08562 200092",9440941709,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,fims.kadapa.ap@gmail.com,1
516360,0251 2442283,8106104334,0788 2219888, 0565 2443310,"mobb.pdtr@gmail.com,",http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
516360,0251 2442283,9985198393,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,mob.pdtr@gmail.com,1
516390,0251 2442283,9440978262,0788 2219888, 0565 2443310,pulivendulabb2007@gmail.com harishkumar.kvr@gmail.com,http://www.sahss.org,DR. K. V. NARAYANA,	,9440978262,Pulivendulabb2007@gmail.com,1
792120,0251 2442283,9436068812,0788 2219888, 0565 2443310,minsingngemu@gmail.com,http://redcrosskarnataka.org/,Dr. Minsing Ngemu,	,9436068812,minsingngemu@gmail.com,1
791102,0251 2442283,9436225890,0788 2219888, 0565 2443310,gjonkey@gmail.com,http://redcrosskarnataka.org/,Dr. Gegong Jonkey,	,9436225890,gjonkey@gmail.com,1
792001,0251 2442283,9436633161,0788 2219888, 0565 2443310,dmolohit@gmail.com,http://redcrosskarnataka.org/,Dr. Sopitut Towang,	,9436633161,dmolohit@gmail.com,1
791120,0251 2442283,"08415000448, 09402290012",0788 2219888, 0565 2443310,bloodbankziro@gmail.com,http://redcrosskarnataka.org/,Dr. Joram Khopey,	,9402290012,drjkhopey@gmail.com,1
791113," 0360-221 2263, 221 8780","943,605,074,609,774,000,000",0788 2219888,0360-221 2761,rkmitanagar@gmail.com,http://redcrosskarnataka.org/,Dr L R Choudhury,"943,605,074,609,774,000,000","943,605,074,609,774,000,000",rkmitanagar@gmail.com,1
791110,0251 2442283,"08731981187, 09436896857",0788 2219888, 0565 2443310,neharlagumbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Pasang Sona,	,9436291457,sonapasang@gmail.com,1
790104,0251 2442283,9402222155,0788 2219888, 0565 2443310,tengyal2233@gmail.com,http://redcrosskarnataka.org/,Dr. Tenzing Gyaltsen,	,9402222155,tengyal2233@gmail.com,1
790104,0251 2442283,9402795155,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr Tenzin Gyaltsen,	,9402795155,tengyal2233@gmail.com,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
791002,03777 222545,9436226409,0788 2219888, 0565 2443310,dmoykggmail.com,http://redcrosskarnataka.org/,Dr. Katan Patuk,	,9402990532,katanpatuk@gmail.com,1
791122,0251 2442283,"08794050827, 09436089691",0788 2219888, 0565 2443310,drbininirin@gmail.com,http://redcrosskarnataka.org/,Dr. Bini Nirin,	,9436089691,drbininirin@gmail.com,1
791001,0251 2442283,9436056268,0788 2219888, 0565 2443310,yatugee@gmail.com,http://redcrosskarnataka.org/,Dr. Yatu Gee Kena,	,9436056268,fr.ygee1998@gmail.com,1
781301,03665 252088,"09435042865, 07896364895",0788 2219888,03665 252081,bloodbankfaamc5@gmail.com,http://redcrosskarnataka.org/,Dr. Dipankar Baruah,	,9864051446,drdipankarbaruah@gmail.com,1
783380,03664 228103,9435021056,0788 2219888, 0565 2443310,bloodbank.bongaigaon@gmail.com,http://redcrosskarnataka.org/,Dr. Suahanta Bhattacharjee,	,9435021056,dr.sushantasmch@gmail.com,1
783380,3664230465,9435720622,0788 2219888, 0565 2443310,"lowerassamhospital@yahoo.in, nmandal979@gmail.com",http://redcrosskarnataka.org/,Dr. Raju Basumatary,	,8822565255,drrajubasumatary@gmail.com,1
788014,03842 229103,9435076209,0788 2219888, 0565 2443310,bloodbanksmch@gmail.com,http://www.smcassam.gov.in/,Dr.Sumita Dutta Gupta ,9435076209,9435170206,drsumitadg@gmail.com,1
788007,0251 2442283,9401854401,0788 2219888, 0565 2443310,ircs.silchar@yahoo.com,http://redcrosskarnataka.org/,Dr. Swapna Sen,	,9401854401,ircs.silchar@yahoo.com,1
788005, 03842 222 185,9435071314,0788 2219888, 0565 2443310,prdpnk@rediffmail.com,http://redcrosskarnataka.org/,Dr. N. Bhattacharya,	,9435071314,prdpnk@rediffmail.com,1
783385,"03664254669, 03664253253",9435121190,0788 2219888,03664 241037,dr_dk_das@indianoil.in,http://redcrosskarnataka.org/,Dr Plawan Mazumdar,	,9435720724,dr_p_mazumdar@indianoil.in,1
784125,03713 222024,9854035697,0788 2219888, 0565 2443310,bloodbank.mangaldoi@gmail.com,http://redcrosskarnataka.org/,Dr. Duad Ali,	,9854035697,drdaudali79@gmail.com,1
787057,0251 2442283,9678100660,0788 2219888, 0565 2443310,bloodbank.dhemaji@gmail.com,http://redcrosskarnataka.org/,Dr. Khagen Doley,	,9678100660,khagendoley@gmail.com,1
783325,"0366 223 2558, 03662 230959",9435028860,0788 2219888, 0565 2443310,bloodbank.dhubri@gmail.com,http://redcrosskarnataka.org/,Dr. A.C. Mandal,	,9435028860,bloodbank.dhubri@gmail.com,1
786002,3732303731,9435033505,0788 2219888, 0565 2443310,dbr.bloodbankamch@gmail.com,http://redcrosskarnataka.org/,Dr. Bobby Duarah,	,9435130588,karabi2408@gmail.com,1
786001,0373 2300928,9435031702,0788 2219888,0373 2302184,damani_medicos@rediffmail.com,http://redcrosskarnataka.org/,DR. B. K. Pandit,	,9435725027,damani_medicos@rediffmail.com,1
786005,"0373 2302219, 0373 2302220",9435030421,0788 2219888, 0565 2443310,adityahospitalsdib@gmail.com,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9435030421,"adityahospitalsdib@gmail.com, drprasen25@gmail.com",1
786001,"00373 2327717, 0373 2327715",9435269959,0788 2219888, 0565 2443310,sshridibrugarh@yahoo.com,http://redcrosskarnataka.org/,Dr. Horendra Nath Kunwar,	,9864045518,sshridibrugarh@yahoo.com,1
786601,0251 2442283,"09435181581, 09435748265",0788 2219888, 0565 2443310,"muninsharma1@rediffmail.com, rishavacks@gmail.com",http://redcrosskarnataka.org/,Dr. Munindra Sharma,	,9435181581,muninsharma1@rediffmail.com,1
786602,0374 2806356,9954498584,0788 2219888,0374 2800442,"malamani@oilindia.in, malamani123@yahoo.com",http://redcrosskarnataka.org/,Dr (Mrs) Malamani Hazarika,	,9954498584,malamani123@yahoo.com,1
788819,03673 236 555,9435077512,0788 2219888, 0565 2443310,haflongbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr LVaiphei,	,9435077512,haflongbloodbank@gmail.com,1
783121,"03663240337, 03663 243800",9435023847,0788 2219888, 0565 2443310,bloodbank.golpara@gmail.com,http://redcrosskarnataka.org/,Dr.U Nath,	,9706217380,dr.upamoy@gmail.com,1
783121,"03663 240021, 03663 243031",9435323781,0788 2219888, 0565 2443310,solacehospital@aol.in,http://redcrosskarnataka.org/,Dr. Mrinmoyee Bordoloi,	,"09435323781, 09954762448",b_modhupriya@yahoo.com,1
785621,"00377 428 0042, 03774 280265",9435151875,0788 2219888, 0565 2443310,bloodbank.golaghai@gmail.com,http://redcrosskarnataka.org/,Dr. Jayanta Borgohain,	,9435151875,jayantaborgohai@gmail.com,1
785699,"03776-266-566,03776-266-700",9435478406,0788 2219888, 0565 2443310,"vknrl.hospital@gmail.com, barnali.deuri@nrl.co.in",http://redcrosskarnataka.org/,Dr. Barnali Deuri,	,9435478406,drbarnali1234@gmail.com,1
788151,"03744 281443, 03744 222423",9859763582,0788 2219888, 0565 2443310,bloodbank.hailakandi@gmail.com,http://redcrosskarnataka.org/,Dr.Rehana Begum,	,9859763582,bloodbank.hailakandi@gmail.com,1
785001,0376 2370155,9435747816,0788 2219888, 0565 2443310,bloodbank.jmch.jorhat@gmail.com,http://redcrosskarnataka.org/,Dr. Valina Brahma,	,9435091666,bloodbank.jmch.jorhat@gmail.com,1
785005,0251 2442283,9706054599,0788 2219888, 0565 2443310,drsunipat@gmail.com,http://redcrosskarnataka.org/,Dr. (Mrs) Sunita Patil,	,9706054599,drsunipat@gmail.com,1
785001,0251 2442283,"09854665019, 09854050900",0788 2219888, 0565 2443310,"chutiabipul@gmail.com, dranimesh@yahoo.com",http://redcrosskarnataka.org/,Dr Ankur Bora,	,9435090868,dranimes@yahoo.com,1
781001,0361 2733004,9401389455,0788 2219888, 0565 2443310,bloodbankmmchguwahati@gmail.com,http://redcrosskarnataka.org/,Dr. Bibhuti Bhuyan,	,9401389455,bloodbank.mmch.guwahati@gmail.com,1
781006,0825 399124 ext 222,9707020370,0788 2219888, 0565 2443310,dishosp@gmail.com,http://redcrosskarnataka.org/,Dr. Nibha Borkotoky,	,9954072002,dr.nibhakaliln@gmail.com,1
781005,"0361-2458595, 0361 245 8594",9864097823,0788 2219888, 0565 2443310,sahariabloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Dhiren Saharia,	,9864097823,dhirensaharia@gmail.com,1
781005,3617135005,"09864017874, 07135005305",0788 2219888, 0565 2443310,"deeps.bhuyan@gmail.com, bloodbankihl.hosp@gmail.com",http://internationalhosp.com,Dr. Deepa Bhuyan,	,9864017874,deeps.bhuyan@gmail.com,1
781034,0361-2475550/51/52/53/54,9508122223,0788 2219888, 0565 2443310,"hayathospital@gmail.com, hhqualitycontrol@gmail.com",http://redcrosskarnataka.org/,Dr.Priyanka Dutta Choudhury,	,9859708670,pdc.diva@gmail.com,1
781022,0361 233444,9864010982,0788 2219888, 0565 2443310,bloodbankrahmanhospitals@gmail.com,http://redcrosskarnataka.org/,Dr. Nandan Phukan,	,9864010982,nandan.phukan@gmail.com,1
781030,"03612227700, 03612227701",9706900636,0788 2219888, 0565 2443310,drradhikalakhotia@gmail.com,http://redcrosskarnataka.org/,Dr. Radhika Lakhotia ,	,9706900636,drradhikalakhotia@gmail.com,1
781011,"03612723762, 03612570492",9957550524,0788 2219888, 0565 2443310,"mdnfr@gmail.com, choudhurysuraj3@gmail.com",http://redcrosskarnataka.org/,Dr. Suraja Choudhury,	,9957550524,choudhurysuraja3@gmail.com,1
781006,0361 2227700,9954088100,0788 2219888, 0565 2443310,gnrclabservices@gmail.com,http://redcrosskarnataka.org/,Dr. Shabnam Ahktar Ahmed,	,9954088100,gnrclabservices@gmail.com,1
781032,0361 252 9457,9864096208,0788 2219888, 0565 2443310,bloodbank.gmch.guwahati@gmail.com,http://redcrosskarnataka.org/,Dr. (Mrs) Tirtha Chaliha,	,9864060292,tirthachaliha@gmail.com,1
781016,"0361 2472366, 0361 2472636",9864016791,0788 2219888,0361-2472636,bbeibloodbank@gmail.com,http://www.bbcionline.org/index.htm,"Dr Anupam Sawemal,  Dr Chandana Kalita",	,9864016791,dranupamsarma@gmail.com,1
781007,0251 2442283,9864096134,0788 2219888, 0565 2443310,agvrc5@gmail.com,http://redcrosskarnataka.org/,Dr. J. K. Baruah,	,9864096134,agvrc5@gmail.com,1
781006,"00361 2332741, 0361 2334168",9706025061,0788 2219888, 0565 2443310,drmayuri_13@yahoo.co.in,http://redcrosskarnataka.org/,Dr. Mayuri Borgohain ,3612332741,9822324340,drmayuri_13@yahoo.co.in,1
781007,0361 2454742,8011010800,0788 2219888, 0565 2443310,gangabloodbankghy@gmail.com,http://redcrosskarnataka.org/,Dr.Kalpana Saikia,	,8011010800,dr.radha.48@gmail.com,1
781008,"03612606665, 0361 2606888",9864015329,0788 2219888, 0565 2443310,surakhya2004@gmail.com,http://redcrosskarnataka.org/,Dr. Nabanita Medhi,	,9864015329,nabanitamedhi16@gmail.com,1
781008,0361 2733737,"09435049187, 07399044096",0788 2219888, 0565 2443310,tarunbdutta@gmail.com,http://redcrosskarnataka.org/,Dr. T. B. Dutta,	,9435049187,tarun_bdutta@gmail.com,1
781029,0251 2442283,9959857437,0788 2219888, 0565 2443310,manuchopra70@gmail.com,http://redcrosskarnataka.org/,Dr. Manu Chopra,	,9859857437,manuchopra70@gmail.com,1
781011,0361 2674892,8811091296,0788 2219888, 0565 2443310,sanjevanihospital@gmail.com,http://redcrosskarnataka.org/,Dr. Rani ManjulanDas,	,9085835997,sanjevanihospital@gmail.com,1
781031,3612680321,"08811079324, 07086020485",8811888888,0361 2680322,hirakjyoti.das.dr@narayanahealth.org,http://www.narayanahealth.org,Dr. Hirakjyoti Das,	,"08811079324, 08876053973",hirakjyoti.das.dr@narayanahealth.org,1
782460,0251 2442283,9435066080,0788 2219888, 0565 2443310,bloodbank.karbianglong@gmail.com,http://redcrosskarnataka.org/,Dr. Mrs. Kaban Teronpi,	,9435066080,kabanteronpi80@gmail.com,1
788710,"03843260490, 03844 263200",9401884355,0788 2219888, 0565 2443310,bloodbank.karimganj@gmail.com,http://redcrosskarnataka.org/,Dr. Purno Chandan,	,9401884355,bloodbank.karimganj@gmail.com,1
783370,03661 276436,9435026547,0788 2219888, 0565 2443310,bloodbank.kokrajhar@gmail.com,http://redcrosskarnataka.org/,Dr.Ratan Ramchary,	,9435551106,bloodbank.kokrajhar@gmail.com,1
787001,"03752 242240, 03752 243182",9435534330,0788 2219888, 0565 2443310,bloodbank.lakhimpur@gmail.com,http://redcrosskarnataka.org/,Dr R K Bora,	,9435534330,bloodbank.lakhimpur@gmail.com,1
782105,0251 2442283,"08011352918, 099574 59887",0788 2219888, 0565 2443310,bloodbank.morigoan@gmail.com,http://redcrosskarnataka.org/,Dr Abdul Jalil,	,8011352918,drjaliltimes@gmail.com,1
782435,03674-252514,9435032531,0788 2219888, 0565 2443310,hammhrc@gmail.com,http://redcrosskarnataka.org/,Dr. Samim Baig ,	,9577949324,baigsamim@gmail.com,1
492001,0251 2442283,9957553526,0788 2219888, 0565 2443310,bhaskar.das@gmail.com,http://redcrosskarnataka.org/,Dr. Bhaskar Das,	,99575553526,bhaskar.das@gmail.com,1
782001,03672-251105,9435061021,0788 2219888, 0565 2443310,nagaonbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Bhupen Chandra Borah,	,9435061021,nagaonbloodbank@gmail.com,1
782002,03672 223351,9435061932,0788 2219888, 0565 2443310,gdhospital@redifmail.com,http://redcrosskarnataka.org/,Dr. Partha Sarathi Bhuyan,	,9435061932,drpbhuyan@gmail.com,1
781335,03624-223555,9435028232,0788 2219888, 0565 2443310,bloodbank.nalbari@gmail.com,http://redcrosskarnataka.org/,Dr. Utpal Das,	,9864746197,drutpaldas@gmail.com,1
781335,3624220840,9435194910,0788 2219888, 0565 2443310,drrajusarma@gmail.com,http://redcrosskarnataka.org/,Dr. Rajumani Sharma,	,9435194910,drrajusarma@gmail.com,1
785640,0251 2442283,9435717271,0788 2219888, 0565 2443310,manishagogoi@yahoo.co.in,http://redcrosskarnataka.org/,Dr. Manisha Gogoi,	,9435717271,manishagogoi@yahoo.co.in,1
785640,0251 2442283,9854041744,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Deepali Tai,	,9854041744,nandkishor@arpanbloodbank.org,1
785640,0251 2442283,9435057007,0788 2219888, 0565 2443310,"bloodbank.sivsagar@gmail.com, bloodbank.sibsagar@gmail.com",http://redcrosskarnataka.org/,Dr. Kalpana Deka,	,9435057007,drkalpanadeka@gmail.com,1
784167,3715291162,9957806732,0788 2219888, 0565 2443310,borgangcatholichospital@yahoo.in,http://redcrosskarnataka.org/,Dr. Dilip Kataki,	,8473804939,dilipkataki2015@gmail.com,1
784001,"003712-252999, 03712 220033",9435080847,0788 2219888, 0565 2443310,sonitpurbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr T. B. Chetri,	,9435080847,dr.tbchetri@gmail.com,1
784501,0251 2442283,9435710555,0788 2219888, 0565 2443310,preranaguleria@gmail.com,http://redcrosskarnataka.org/,Dr. Maj Prerna Guleria,	,9435710555,preranaguleria@gmail.com,1
784010,03712 241344,8486893474,0788 2219888, 0565 2443310,bloodbanktmch@gmail.com,http://redcrosskarnataka.org/,Dr. Dharma Kanta Kumbhakar,	,9864517168,bloodbanktmch@gmail.com,1
786171,03751-263515,9435506677,0788 2219888, 0565 2443310,drashokkumar@indianoil.in,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9435506677,drashok1978@gmail.com,1
786184,0251 2442283,9435138053,0788 2219888, 0565 2443310,gmmrg1@sancharnet.in,http://redcrosskarnataka.org/,Dr. Birineswar Sharma,	,9435138053,gmmrg1@sancharnet.in,1
786125,0374 2308343,8876262939,0788 2219888, 0565 2443310,bloodbanktinsukia@gmail.com,http://redcrosskarnataka.org/,Dr. Mridul Gogoi,0374 2300044,9435528636,bloodbanktinsukia@gmail.com,1
786125,0374 2332080,9435269959,0788 2219888, 0565 2443310,tinsukiabloodbank@yahoo.com,http://redcrosskarnataka.org/,Dr. Binod Kumar Saikia,	,9435269959,tinsukiabloodbank@yahoo.co.in,1
824101,06186 224533,"09815157018, 09501620619",0788 2219888, 0565 2443310,bloodbankabadbihar@gmail.com,http://redcrosskarnataka.org/,Dr.Rambhajan chaudhary,	,9934776833,"bloodbankabadbihar@gmail.com ,spsurendraprasad1@gmail.com",1
851101,06243 222250,9835642642,0788 2219888, 0565 2443310,vjayk98222@gmail.com,http://redcrosskarnataka.org/,Dr Ram Kishore Singh,	,"09582472116, 09431802298","vijayk98222@gmail.com, bloodbankresearchcenter@gmail.com",1
851101,06243 220072,9431208750,0788 2219888, 0565 2443310,bbdhbegusarai@gmail.com,http://redcrosskarnataka.org/,Dr. Uma Shankar Prasad Singh,	,9431208750,bbdhbegusarai@gmail.com,1
851101,"06243 243006, 06243-210354","09431211796, 09835239088",0788 2219888, 0565 2443310,rotarybloodbankbgs@gmail.com,http://redcrosskarnataka.org/,Dr. Gopal Narayan Singh,	,7739110826,nandkishor@arpanbloodbank.org,1
812001,0641 2409555  ,9934456029,0788 2219888,0641-2401078,rbbjlnmch@gmail.com,http://www.jlnmcbgp.org/,Dr. Rekha Jha,	,9934456029,dr.rekhajha@yahoo.co.in,1
802301,0251 2442283,7870307773,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Birendra Pratap Singh,	,9334466166,nandkishor@arpanbloodbank.org,1
802301,0251 2442283,"09507840742, 09334466166",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. P. Kumar,	,9507840742,bloodbankara@gmail.com,1
802301,0251 2442283,"09835642642, 09430929650",0788 2219888, 0565 2443310,maavindhyawasinibloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Chandra Deo Pandey,	,"07492951991, 09835642642, 09835642642",maavindhyawasinibloodbank@gmail.com,1
802301,0251 2442283,9386399967,0788 2219888, 0565 2443310,ircsbhojpur14@rediffmail.com,http://redcrosskarnataka.org/,Dr. B. P. Singh,	,9334466166,ircsbhojpur14@rediffmail.com,1
802101,0251 2442283,"09431235353, 09431083400",0788 2219888, 0565 2443310,bloodbankshbuxar@gmail.com,http://redcrosskarnataka.org/,A.N.Singh,	,9431235353,bloodbankshbuxar@gmail.com,1
846003,06272 233 092,"09815157018, 09501620619",0788 2219888, 0565 2443310,dmchdarbhanga@gmail.com,http://darbhangamedicalcollege.in/,Dr. Omprakash chaurasiya,	,9470003249,dmchdarbhanga@gmail.com,1
845401,"06252 22202, 06252 232202",9430276423,0788 2219888, 0565 2443310,ircsbloodbankmotihari@gmail.com,http://redcrosskarnataka.org/,Dr. K.K Agrawal,	,8141387643,ircsbloodbankmotihari@gmail.com,1
845305,"06255 220653, 06255 222641","09815157018, 09501620619",0788 2219888,6255220101,"duncanbloodbankanup@gmail.com, duncan@eha-health.org",http://www.duncanhospital-eha.org/,Dr. Philip Finny,	,9495352488,philip.finny@gmail.com,1
823001,0631 2410339,9570557188,0788 2219888,0631  2410339,moicbloodbankanmmchgaya@gmail.com,http://www.anmmc.bih.nic.in/,Dr. Nasim Ahmed,	,9934986838,drnasimcmo@yahoo.com,1
823001,0251 2442283,9931624863,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Lalan Prasad Singh,	,9431426087,nandkishor@arpanbloodbank.org,1
841428,06156-224754,"09431283852, 9431218340, 9431057935, 9430421353",0788 2219888, 0565 2443310,ddbloodbank.sadargps@gmail.com,http://redcrosskarnataka.org/,Dr. Prakash Chandra Sinha ,	,9431283852,ddbloodbank.sadargpj@gmail.com,1
811307,6345222820,"09431234087 , 09470003349, 09431251684, 0980196853",0788 2219888, 0565 2443310,bbjamui@gmail.com,http://redcrosskarnataka.org/,Dr. Saied Nausad Ahmad,	,"09470003349, 09431251684, 09431251684",naushad_59@yahoo.co.in,1
804408,06114 225857,9835407198,0788 2219888, 0565 2443310,bloodbankshjeh@gmail.com,http://redcrosskarnataka.org/,Dr. Braj kumar,	,"09835407198, 09470003332,",kumar.braj0@gmail.com,1
821101,06189 223254,8877667831,0788 2219888, 0565 2443310,bbshkai2@gmail.com,http://redcrosskarnataka.org/,Dr. Siddharth Raj Singh,	,9771365008,siddharthrajs@gmail.com,1
854106,06452 239202,"09431498105, 07739615664",0788 2219888, 0565 2443310,"bbkmchkatihar@gmail.com, kmckatihar@gmail.com",http://www.kmckatihar.org/,Dr. Neyaz Ahmed,	,9955215438,drneyazahmad@gmail.com,1
854105,0251 2442283,9431634656,0788 2219888, 0565 2443310,shkatbb1@gmail.com,http://redcrosskarnataka.org/,Dr. Ramrekha Suman,	,9431634656,nandkishor@arpanbloodbank.org,1
851205,06244 222 134,9431689373,0788 2219888, 0565 2443310,bloodbankkhagariya@gmail.com,http://redcrosskarnataka.org/,Dr. Yogendra Singh Prayas,	,"09431689373, 09470003397",dr.prayas007@gmail.com,1
855108,"06456-223476, 06456-223475","082985 00055, 09430911111",0788 2219888, 0565 2443310,mgmkne@gmail.com,http://redcrosskarnataka.org/,Dr. Sanjay Kumar,9430911111,9431095372,mgmkne@gmail.com,1
855107,06456 223475,9430911111,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sanjay Kumar,	,9470707485,mgmkne@gmail.com,1
855107,"06456 223502, 06456 226464","09470003401, 08544331639",0788 2219888, 0565 2443310,bbankkne@gmail.com,http://redcrosskarnataka.org/,Dr. N. K. Prasad,	,9431285162,drnkprasad93@gmail.com,1
811311,6346232267,"09431418374, 09304065264",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Rakesh Kumar,	,9431418374,bloodbanklak@gmail.com,1
