Sr No, Blood Bank Name, State, District, City, Address, Website, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, Latitude, Longitude
122,Maharaja Institute of Medical Sciences Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"D.No. 31-15, Nellimarla, Vizianagaram",,,Private,YES,,,0.0,0.0
123,ASN Raju Charitable Trust Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,"D.No. 24-1-1, R.K. Plaza (Sarovar complex), J. P. Raod, Bhimavaram
",http://www.asnrajutrust.org,MBBS,Charity,YES,NO,24X7,16.54391,81.516237
124,Uddaraju Anandaraju Foundation Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,"D.No. 27-8-21/2, Sivaraopet, Bhimavaram",,"MBBS, DPH",Charity,NO,NO,24X7,16.543064,81.515731
125,M/s. Government Headquarters Hospital Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Government Headquarters Hospital, Ground Floor, R.R. Peta, Eluru, West Godavari",,"MBBS, DCP",Government,NO,NO,24x7,17.006153,81.782132
126,M/s. Indian Red Cross Society Component Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru," General Hospital Premises, Eluru, West Godavai
",http://www.indianredcross.ap.org,"MBBS, Ms (Artho)  ",Charity,YES,NO,24x7,16.711919,81.094839
127,M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Ground Floor, Hospital Block, NH 5 Eluru, West Godavari 
",http://www.asram.in,MD (Microbiology),Charity,YES,NO,24X7,16.737395,81.146494
128,M/s. Good Samaritan Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"D.No.13-1, Good Samaritan Cancer and General Hospital, Vangayagudem, Eluru, West Godavari
",http://goodsmaritanhospitals.com,MBBS,Private,NO,NO,24X7,18.179738,83.39551
129,M/s. Indian Red Cross Society Blood Bank jangareddi gudem,Andhra Pradesh,WEST GODAVARI,Jangareddygudem,"Government Hospital Premises, Jangareddygudem",http://www.indianredcross.ap.org,MBBS,Government,NO,NO,24X7,17.125307,81.273907
130,Indian Red Cross Society Blood Bank narasapuram,Andhra Pradesh,WEST GODAVARI,Narasapuram,"C/o. Community Healthcare Center, Narsapuram",http://www.indianredcross.ap.org,"MBBS, MS (ENT)",Charity,NO,NO,24x7,16.45196,81.680205
131,Palakol Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Palakol,"D.No. 47-1-12/2C, 1st floor, Beside Chamber of Commerce Building, Srinivasa Deluxe, Palakol
",,"MBBS, DGO",Charity,YES,YES,24X7,16.517455,81.725342
132,Indian Red Cross Society Blood Bank Tanuku  (Repeated),Andhra Pradesh,WEST GODAVARI,Tanuku,"IRCS Sub Branch Doorno 27-14-9, Dodipatlavari Street, 
Tanuku, West Godavari District ",,,,,,24x7,16.757173,81.679963
133,Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.27-14-9, Doddipatla Vari Street, Tanuku.",http://www.indianredcross.ap.org,MBBS,Charity,NO,NO,24x7,16.757173,81.679963
134,Sri Buddala Narasimhamurty Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.34-4/5, Ground Floor, Supriya Towers, Tanuku
",,MBBS,Charity,YES,YES,24X7,16.414033,80.647085
135,Rajiv Gandhi Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Blood Bank Medical Officer, O.P. Block Ground Floor, Blood Bank, RIMS General Hospital,Puttlampalli, Kadapa ( RIMS, Kadapa).",,,Government,YES,,24x7,15.133392,78.514102
136,"Indian Red Cross Society, Blood Bank",Andhra Pradesh,Y.S.R. (Kadapa),KADAPA,"D.No. 10-971, Opposite to Mattipedda Puli, Trunk Road, Kadapa
",,MBBS ,Charity,NO,NO,24x7,14.467354,78.824134
137,Boga Parvathamma Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"A unit of boga parvathamma memorial blood donation service organization,
d.no:7-137, second floor, jayanagar colony , Kadapa
  ",,MBBS MD Pathology,Private,NO,NO,24x7,14.467354,78.824134
138,Rajiv Gandhi Institute of Medical Sciences Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"RIIMS General Hospital ,Ground Floor, Putlam Palli Kadapa",,,Government,YES,,,0.0,0.0
139,Fathima Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Ramarajupalli, Pulivendula Road Kadapa",,,Private,YES,,,0.0,0.0
140,District Hospital Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),PRODDATUR,"APVVP, Gavini Circle, Yerraguntla Bypass Road, Proddatur",,,Government,NO,NO,24x7,14.741621,78.550959
141,A.P Vaidyavidhanaparishad Area Hospital Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Proddatur,"Proddatur, YSR",,,Government,YES,,,0.0,0.0
142,A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Pulivendula,"Ground Floor, Muddanuru Road, Pulivendula",http://www.sahss.org,M.B.B.S,Private,NO,NO,24x7,14.422232,78.226339
143,Changlang District Hospital Blood Bank,Arunachal Pradesh,CHANGLANG,Changlang,"District Hospital, Changlang District, Arunachal Pradesh",,MBBS,Government,NO,NO,24 x 7,27.139258,95.738757
144,Pasighat General Hospital Blood Bank,Arunachal Pradesh,EAST SIANG,Pasighat,"General Hospital, Pasighat,  Jt. DHS (T&R), High Region, Near NH 52. ",,"MBBS, MD",Government,NO,NO,24 x 7,28.071544,95.325113
145,Lohit District Hospital Blood Bank,Arunachal Pradesh,LOHIT,Tezu,"District Hospital Tezu, Lohit District, Arunachal Pradesh",,MBBS,Government,NO,NO,24 x 7,27.559574,96.101627
146,General Hospital Ziro  Blood Bank,Arunachal Pradesh,LOWER SUBANSIRI,Ziro,"General Hospital Ziro, Lower Subansiri
 
",,"MBBS, MD",Government,NO,NO,24 x 7,27.53875,93.822176
147,Ramakrishna Mission Hospital Blood bank,Arunachal Pradesh,PAPUM PARE,Itanagar,"Ramakrishna Mission Hospital 
P.O. Ramakrishna Mission
Itanagar,
",,MBBS,Charity,NO,NO,24 x 7,27.086178,93.609065
148,Arunachal State Hospital Blood Bank,Arunachal Pradesh,PAPUM PARE,Naharlagun,"Arunachal State Hospital / General Hospital, NH 52A, Lumer Dai Road",,"MBBS, MD",Government,NO,NO,24 x 7,27.103121,93.691936
149,Tawang District Hospital Blood Bank,Arunachal Pradesh,TAWANG,Tawang,"District Hospital, Tawang District , Arunachal Pradesh",,MBBS,Government,NO,NO,24 x 7,27.588943,91.864896
150,Tawang District Hospital Blood Bank ,Arunachal Pradesh,TAWANG,Tawang,"Bomdila,Tawang",,,Government,,,,0.0,0.0
151,District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Upper Siang,"Roing,Tezu, Upper Siang",,,Government,,,,0.0,0.0
152,Upper Siang District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Yingkiong,"District Hospital, Yingkiong, Upper Siang District, 
Arunachal Pradesh.",,MBBS,Government,NO,NO,24 x 7,28.641662,95.025348
153,Upper Subansiri District Hospital Blood Bank,Arunachal Pradesh,UPPER SUBANSIRI,Daporijo,"District Hospital Daporijo, Upper Subansiri District, 
Arunachal Pradesh",,MBBS,Government,NO,NO,24 x 7,27.981329,94.217428
154,West Siang District Hospital Blood Bank,Arunachal Pradesh,WEST SIANG,Aalo,"District Hospital, Medical Complex, Aalo",,"MBBS, DCP",Government,NO,NO,24 x 7,28.169282,94.801031
155,Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,Assam,BARPETA,Barpeta,"Ground Floor  Fakhruddin Ali Ahmed Medical College, Jotigaon, Jania Road.
Opposite to Chaulkhowa River ",,,Government,NO,NO,24 x 7,26.323792,90.986661
156,Bongaigaon Civil Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Main Road, Mayapuri,Bongaigaon",,MBBS,Government,NO,NO,24 x 7,26.456671,90.560234
157,Lower Assam Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Chapaguri Road, North Bongaigaon",,"MBBS,DCP",Private,YES,NO,24 x 7,26.492861,90.551479
158,Silchar Medical College and Hospital Blood Bank,Assam,CACHAR,Silchar,"Krishnapur Medical Road, Ghungoor, Silchar
",http://www.smcassam.gov.in/,"MBBS, MD (Pathologist)  ",Government,YES,NO,24 x 7,24.775578,92.794251
159,Indian Red Cross Children Hospital Blood Bank,Assam,CACHAR,Silchar,"Indian Red Cross Children Hospital, Tarapur, Silchar",,"MBBS, MD",Charity,NO,NO,24 x 7,24.826127,92.796159
160,Barak Blood Bank and Clinical Research Centre,Assam,CACHAR,Silchar,"Central Rd, Tarapur, Kanakpur Part-II",,"MBBS, DCP",Private,NO,NO,24 x 7,24.808015,92.795242
161,Bongaigaon Refinery (BRPL) Hospital Blood Bank ,Assam,CHIRANG,Dhaligaon,"BRPL Refinery, iocl/bgr township",,,Government,NO,NO,24 x 7,26.510577,90.522683
162,Mangaldoi Civil Hospital Blood Bank,Assam,DARRANG,Mangaldoi,"Mangaldoi Civil Hospital, NH 52, Mangaldoi, Darrang",,MBBS,Government,NO,NO,24 x 7,26.437551,92.036395
163,Dhemaji Civil Hospital Blood Bank,Assam,DHEMAJI,Dhemaji,"Ward No:9, Lachit Nagar, Natun Nagar Rd",,"MBBS, DCH",Government,NO,NO,24 x 7,27.458026,94.574533
164,Dhubri Civil Hospital Blood Bank,Assam,DHUBRI,Dhubri,"Jhagrarpar, Dhubri",,MBBS,Government,NO,NO,24 x 7,26.034365,89.963554
165,Assam Medical College and Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Barbari, Dibrugarh",,,Government,YES,NO,24 x 7,27.486985,94.944179
166,Dr. Damani&#39;s Nursing Home Blood Bank,Assam,DIBRUGARH,Dibrugarh,"L.G.B. Avenue, Near Circuit House",,"MBBS, MD",Private,NO,NO,24 x 7,27.4898858,94.9229632
167,Aditya Diagnostic Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Bordoloi Avenue, Dibrugarh",,"MBBS, MD",Private,NO,NO,24 x 7,27.491383,94.931116
168,Sri Manta Sankardeva Hospital and Research Centre Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Chowkindinge, Mancotta Road",,,Private,NO,NO,24 x 7,0.0,0.0
169,Dirial Central Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Diral Tea estate, Hoogrijan",,"MBBS, MD",Private,NO,NO,24 x 7,0.0,0.0
170,Oil India Limited Hospital Blood Bank,Assam,DIBRUGARH,Duliajan,"Oil Hospital, Duliajan",,"MBBS, MD",Government,NO,NO,24 x 7,27.359192,95.323648
171,Haflong Civil Hospital Blood Bank ,Assam,DIMA HASAO,Haflong,"NH 54, Songpijaang, Haflong",,,Government,NO,NO,24 x 7,25.165653,93.024831
172,Goalpara Civil Hospital Blood Bank,Assam,GOALPARA,Goalpara,"Agia Road, Goalpara",,MBBS,Government,NO,NO,24 x 7,26.142267,90.610584
173,Solace Hospital and Research centre Pvt.Ltd Blood bank,Assam,GOALPARA,Goalpara,"BOC Agia Road Road, P.O. Baladmari
Opposite to Assam Oil Petrol Pump",,"MBBS, DCP, MD (Pathology & Microbiology)",Private,NO,NO,24 x 7,26.164643,90.624877
174,Kushal Konwar (KK) Civil Hospital Blood Bank,Assam,GOLAGHAT,Golaghai town,"Abita Building, 1st floor,  Golaghat Near stataion Rd
",,MBBS,Government,NO,NO,24 x 7,26.510171,93.964569
175,Vivekananda Kendra NRL Hospital Blood Bank,Assam,GOLAGHAT,Golaghat,"NRL Township, Numaligarh Refinery Complex",,"MBBS, DCP",Private,NO,NO,24 x 7,26.591371,93.749516
176,S. K. Roy Civil Hospital Blood Bank ,Assam,HAILAKANDI,Hailakandi,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi",,"MBBS, DCP",Government,NO,NO,24 x 7,24.671769,92.563355
177,Jorhat Medical College and Hospital Blood Bank ,Assam,JORHAT,Jorhat,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan",,"MBBS, MD",Government,YES,NO,24 x 7,26.742573,94.195109
178,Air Force Hospital Blood Bank,Assam,JORHAT,Jorhat,"Air Force station, Jorhat, 5, C/O 99 APO",,"MBBS, MD",Government,NO,NO,24 x 7,0.0,0.0
179,Greater Jorhat Lions Blood Bank,Assam,JORHAT,Jorhat,"Lions Multiple Service Centre, Sonali Jayanti Nagar",,MBBS,Charity,NO,NO,24 x 7,26.753059,94.185964
180,Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,KAMRUP,Guwahati,"Panbazar, Guwahati",,"MBBS, MD",Government,NO,NO,24 x 7,26.185505,91.740485
181,Dispur Blood Bank,Assam,KAMRUP,Guwahati,"Ganeshguri, Dispur",,"MBBS, MD",Private,YES,NO,24 x 7,26.149823,91.786638
182,Saharia&#39;s Path Lab & Blood Bank,Assam,KAMRUP,Guwahati,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, Bhangagarh
Opposite Anil Plaza",,"MBBS, MD",Private,YES,NO,24 x 7,26.16274,91.770664
183,International Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Lotus Tower, G.S. Road, Christian Basti",http://internationalhosp.com,"MBBS, DPB",Private,YES,NO,24 x 7,26.154059,91.781267
184,Hayat Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Odalbakra, Lalganesh",,,Private,NO,NO,24 x 7,26.139171,91.746199
185,Rahman Hospital Private Limited Blood Bank,Assam,KAMRUP,Guwahati,"VIP Road, Sixmile, Khanapara, ",,"MBBS, DCP",Private,NO,NO,24 x 7,26.135133,91.809429
186,GNRC Institute of Medical Sciences Blood bank,Assam,KAMRUP,Guwahati,"Sila Grant Town, North Guwahati , Near IIT Guwahati",,,Private,YES,NO,24 x 7,26.202192,91.693312
187,Central Hospital N. F. Railway Blood Bank,Assam,KAMRUP,Maligaon,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati",,"MBBS, MD",Government,NO,NO,24 x 7,26.151872,91.694899
188,G.N.R.C. Hospital Blood Bank,Assam,KAMRUP METRO,"Dispur, Guwahati","Dispur, Guwahati",,"MBBS, MD",Private,NO,NO,24 x 7,26.1391,91.794024
189,Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,KAMRUP METRO,Guwahati,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati",,"MBBS, MD (Pathology), DIHBT",Government,YES,NO,24 x 7,26.159914,91.768498
190,Dr. B. Borooah Cancer Institute Blood Bank,Assam,KAMRUP METRO,Guwahati,"Gopinath Nagar, Birubari, Guwahati",http://www.bbcionline.org/index.htm,,Government,YES,NO,24 x 7,26.165087,91.747674
191,Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,KAMRUP METRO,Guwahati,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, 
Manipuri Basti",,"MBBS, MD",Private,NO,NO,24 x 7,26.176689,91.753784
192,Down Town Hospital Blood Bank ,Assam,KAMRUP METRO,Guwahati,"4th Floor, Buiding No:1, G.S. Road, Dispur",,,Private,YES,NO,24 x 7,26.136151,91.796833
193,Ganga Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"G. S. Road, Lachit Nagar, Ulubari, 
Near KFC; Neubari",,,Charity,YES,NO,24 x 7,26.172081,91.759992
194, Surakhya  Blood Bank ,Assam,KAMRUP METRO,Guwahati,"Arya Hospital complex, A.M. Road, Rehabri
Opposite Apsara Cinema Hall",,,Charity,NO,NO,24 x 7,26.175065,91.75257
195,Marwari Hospital and Research Centre Blood Bank,Assam,KAMRUP METRO,Guwahati,"Sati Jaymati Road, Athgaon",,"MBBS, MD",Charity,YES,NO,24 x 7,26.172012,91.740106
196,151 Base Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"Basistha, Guwahati",,MBBS ,Government,NO,NO,24 x 7,26.104222,91.796169
197,Sanjevani Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"Maligaon,  Guwahati",,"MBBS, MD",Private,NO,NO,24 x 7,26.161206,91.70941
198,Narayana Hrudayalaya Limited Blood Bank,Assam,KAMRUP METRO,Guwahati,"Tularam Bafana Civil Hospital Campus, North Guwahati, Amingaon.",http://www.narayanahealth.org,"MBBS, DCP",Private,YES,NO,24 x 7,26.20775,91.678242
199,Diphu Civil Hospital Blood Bank,Assam,KARBI ANGLONG,Diphu,"Diphu, Karbi Anglong",,MBBS,Government,NO,NO,24 x 7,25.844281,93.433805
200,Karimganj Civil Hospital Blood Bank,Assam,KARIMGANJ,Karimganj,Karimganj,,MBBS,Government,NO,NO,24 x 7,24.867595,92.361806
201,R.N.B. Civil Hospital Blood Bank,Assam,KOKRAJHAR,Kokrajhar,"Habrubil, Gossaigaon, Kokrajhar",,MBBS,Government,NO,NO,24 x 7,26.452881,89.976397
202,North Lakhimpur Civil Hospital Blood Bank,Assam,LAKHIMPUR,North Lakhimpur,North Lakhimpur,,MBBS,Government,NO,NO,24 x 7,27.242685,94.106483
203,Morigaon Civil Hospital Blood Bank,Assam,Morigaon,Morigaon,"KK Handique Path, Ward Number 7, Rajagaon, ",,"MBBS, DCP",Government,NO,NO,24 x 7,26.251646,92.354523
204,Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,Assam,NAGAON,Hojai,"Hojai, Nagaon",,,Charity,NO,NO,24 x 7,26.015994,92.868186
205,Divisional Railway Headquarters Hospital Blood Bank,Assam,NAGAON,Lumding,Lumding  ,,MBBS,Government,NO,NO,24 x 7,0.0,0.0
206,B.P. Civil Hospital Blood Bank,Assam,NAGAON,Nagaon,"Civil Road, Nagaon",,MBBS,Government,NO,NO,24 x 7,26.344942,92.689464
207,North East Blood Bank and Research Centre,Assam,NAGAON,Nagaon,"N.H. 37, Haibargaon, ",,"MBBS, MD",Charity,NO,NO,24 x 7,26.344263,92.680991
208,S. M. K. Civil Hospital Blood Bank ,Assam,NALBARI,Nalbari,Maszid Road ,,MBBS,Government,NO,NO,24 x 7,26.448222,91.435618
209,Nalbari Maternity Hospital Blood Bank,Assam,NALBARI,Nalbari,Alternative Road,,"MBBS, MD",Private,NO,NO,24 x 7,26.440614,91.43584
210,O.N.G.C. Limited Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,Sivasagar ,,"MBBS, MD",Government,NO,NO,24 x 7,26.981201,94.651794
211,Pragati Hospital and Research Centre Blood Bank,Assam,SIVASAGAR,Sivasagar,"A.T. Road, Sivsagar",,MBBS,Private,NO,NO,24 x 7,26.997865,94.61976
212,Sivasagar Civil Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,Joysagar,,"MBBS, DCP",Government,NO,NO,24 x 7,26.955222,94.611106
213,Catholic Hospital Blood Bank,Assam,SONITPUR,Biswanath chariali,Borgang,,,Charity,NO,NO,24 x 7,26.815339,93.320185
214,Kanaklata Civil Hospital Blood Bank,Assam,SONITPUR,Tezpur,"Main Road, Tezpur",,"MBBS, MD",Government,NO,NO,24 x 7,26.628524,92.796499
215,155 Base Hospital Blood Bank,Assam,SONITPUR,Tezpur,Tezpur  ,,"MBBS, MD",Government,NO,NO,24 x 7,26.655397,92.787317
216,Tezpur Medical College Hospital Blood Bank ,Assam,SONITPUR,Tezpur,Bihaguri,,,Government,NO,NO,24 x 7,26.680968,92.653349
217,Indian Oil Corp Ltd (AOD) Hospital blood bank,Assam,TINSUKIA,Digboi,"IOCL, Assam Division, Digboi",,"MBBS, MD",Government,NO,NO,24 x 7,27.39287,95.62943
218,Central Hospital  Coal India Limited,Assam,TINSUKIA,Margherita,"Coal India Limited, Margerita",,MBBS,Government,NO,NO,24 x 7,27.289292,95.674768
219,Tinsukia Civil Hospital Blood Bank,Assam,TINSUKIA,Tinsukia,"Bordoloi Nagar, Tinsukia",,"MBBS,MD",Government,NO,NO,24 x 7,27.498632,95.358861
220,Tinsukia Blood Bank,Assam,TINSUKIA,Tinsukia,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia",,MBBS,Charity,NO,NO,24 x 7,27.490438,95.363017
221,Sadar Hospital Aurangabad Blood Bank,Bihar,AURANGABAD,Aurangabad,Old  G.T. Road,,"MBBS, MD (Pathology) ",Government,NO,NO,24x7,0.0,0.0
222,Meera Nursing Home Blood Bank and Research Centre,Bihar,BEGUSARAI,Begusarai,"Pokharia Rd, Chitragupta Nagar, Begusarai,",,,Private,NO,,24X7,0.0,0.0
223,Rastra Kavi Dinkar Blood Bank,Bihar,BEGUSARAI,Begusarai,"Sadar Hospital, Begusarai

",,MBBS,Government,NO,NO,24X7,25.4138,86.13596
224,Deshratna Rajendra Prasad Memorial Rotary Blood Bank,Bihar,BEGUSARAI,Begusarai ,"Kali Asthan,  P. O. Pokhanlya

",,,Charity,NO,,,0.0,0.0
225,Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,Bihar,BHAGALPUR,Bhagalpur,"Mayaganj, Tilkamanjhi, ",http://www.jlnmcbgp.org/,"MBBS, DGO",Government,YES,YES,24 H,25.264217,87.002126
226,Sadar Hospital Ara (Bhojpur) Blood bank,Bihar,BHOJPUR,Ara,"Sapna Cinema Road, Nawada,",,MBBS,Government,NO,NO,24 Hr.,25.559755,84.667554
227,Sadar Hospital Ara Blood Bank,Bihar,BHOJPUR,Ara,"Sadar Hospital Ara Blood Bank, Shivganj
",,,Government,NO,NO,24X7,25.558506,84.670631
228,Maa Vindhyawasini Blood Bank ,Bihar,BHOJPUR,Arrah,"Pakari Chauk, Near Malti Hospital",,,Private,NO,NO,24x7,25.539954,87.56747
229,Indian Red Cross Blood Bank (IRCS) Blood Bank,Bihar,BHOJPUR,Arrah,"South Ramna Road, Bhojpur",,"MBBS, DCP",Government,NO,NO,24 Hr.,25.559303,84.661958
230,Sadar Hospital Buxar Blood Bank,Bihar,BUXAR,Buxar,"Old Campus of Sadar Hospital, Civil Line",,,Government,NO,NO,24 x 7 ,25.56471,83.977748
231,Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,Bihar,DARBHANGA,Laheriasaria,"Darbhanga Surgery Building, Ground Floor, DMCH Campus, DMCH Road",http://darbhangamedicalcollege.in/,,Government,YES,,,26.133426,85.898943
232,"Indian Red Cross Society Blood Bank, Motihari",Bihar,EAST CHAMPARAN,Motihari,"Red Cross Society Sadar Hospital road, Motihari, Red Cross Bhawan, Hospital Road",,MBBS,Charity,NO,NO,24 hrs,26.647477,84.910299
233,Duncan Hospital Blood Bank,Bihar,EAST CHAMPARAN,Raxaul,"Near Nepal Custom Gate, East Champaran District, Raxaul",http://www.duncanhospital-eha.org/,,Charity,NO,,,0.0,0.0
234,Anugrah Narayan Memorial Magadh Medical College Hospital (ANMMCH) Blood Bank,Bihar,GAYA,Gaya,Sher Ghati Road,http://www.anmmc.bih.nic.in/,,Government,NO,,24 hrs,24.771176,84.960302
235,Bhagwan Mahabir Blood Bank,Bihar,GAYA,Gaya,"Pilgrim Hospital Campus, G. B. Road, Chowk

",,,Private,NO,,,0.0,0.0
236," Sadar Hospital, Gopalganj Blood Bank",Bihar,GOPALGANJ,Gopalganj,"Ward No. 15, Gopalganj",,MBBS,Government,NO,,,26.460762,84.441119
237,Sadar Hospital Jamui Blood Bank,Bihar,JAMUI,Jamui,"185, Khan Hospital Road ",,"MBBS,MS(Gen.Surg)",Government,NO,,24X7,25.20523,85.514552
238,"Amar Saheed Jagdeo Prasad, Sadar Hospital Jehanabad Blood Bank ",Bihar,JEHANABAD,Jehanabad,"P G Road, Arwal More",,"MBBS,MD",Government,NO,NO,24 hours,40.267194,86.134902
239,Sadar Hospital Kaimur (Bhabua) Blood Bank ,Bihar,KAIMUR (BHABUA),Bhasna,"Kachahari Road, Kaimur",,MBBS,Government,NO,NO,10 AM - 5 PM,25.039579,83.607736
240,Katihar Medical College Blood Bank,Bihar,KATIHAR,Katihar,"Karim Bagh, Post Box No. 23",http://www.kmckatihar.org/,,Private,YES,,,0.0,0.0
241,"Sadar Hospital, Katihar Blood bank",Bihar,KATIHAR,Katihar,"Blood Bank, Sadar Hospital

",,MBBS MD PATH,Government,NO,,24 hrs,25.539923,87.567583
242,Sadar Hospital Khagaria Blood Bank ,Bihar,KHAGARIA,Khagaria,"Ward Number 14, Khagaria",,MBBS (Orthopedics) ,Government,NO,,24 hrs,25.50788,86.474581
243,Mata Gujri Memorial Medical College & Lions Kenra Hospital Blood Bank ,Bihar,KISHANGANJ,Kishanganj,"Purabbali, Dinajpur Road",,,Charity,YES,,24X7,0.0,0.0
244,Mata Gujri Memorial (MGM) Blood Bank,Bihar,KISHANGANJ,Kishanganj,Medical College and Lions Seva Kendra Hospital Blood Bank,,,Private,YES,,,0.0,0.0
245,Sadar Hospital Kishanganj Blood Bank ,Bihar,KISHANGANJ,Kishanganj,Hospital Road,,,Government,NO,,,26.101776,87.948834
246,Sadar Hospital Lakhisarai Blood Bank ,Bihar,LAKHISARAI,Lakhisarai,"Jamui - Lakhisarai Road, Jamui",,,Government,NO,,,0.0,0.0
247,Sadar Hospital Madhepura Blood Bank ,Bihar,MADHEPURA,Madhepura,"Near pani tanki chowk, Ward No:10",,MBBS,Government,NO,,24 hours ,25.922909,86.792226
248,Sadar Hospital Madhubani Blood Bank,Bihar,MADHUBANI,Madhubani,"National Highway-104, Post Office Road",,,Government,NO,,,0.0,0.0
249,Sadar Hospital Muzaffarpur Blood Bank,Bihar,MUZAFFARPUR,Muzaffarpur,"Sutapatti, Pokhraira, Near Muzaffarpur Railway Station",,MBBS,Government,NO,NO,24X7,0.0,0.0
250,Sinha Blood Bank Muzaffarpur,Bihar,MUZAFFARPUR,Muzaffarpur,"Ward no. 5, Imlichatti Sinha Blood Bank (A unit of Dr. A.K. Sinha Nursing Home)
",,,Charity,NO,,,0.0,0.0
