Sr No, Blood Bank Name, State,Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Email Nodal Officer, Category, Apheresis, License #, Date License Obtained, Date of Renewal, Latitude, Longitude
121,Srinivasa Nursing Home Blood Bank ,Andhra Pradesh,535002,08922 275513 ,9390028861,,,,,JVSpatnaik795@gmail.com,Private,,,,,0.0,0.0
122,Maharaja Institute of Medical Sciences Blood Bank,Andhra Pradesh,535002,08922 244394,9440043451,,,,,principalsretmims@gmail.com ,Private,,,,,0.0,0.0
123,ASN Raju Charitable Trust Blood Bank,Andhra Pradesh,534202,08816 225556,9666001234,,,,http://www.asnrajutrust.org,,Charity,NO,10/WG/AP/2010/BB/G,03.08.2010,03.08.2015,16.54391,81.516237
124,Uddaraju Anandaraju Foundation Blood Bank,Andhra Pradesh,534202,"08816 230888, 08816 230878",8897888108,,,anandabloodbank@gmail.com,,anandabloodbnak@gmail.com,Charity,NO,25/WG/AP/2009/BB/G,22.12.2009,14.11.2014,16.543064,81.515731
125,M/s. Government Headquarters Hospital Blood Bank,Andhra Pradesh,534006,08812 220333,,,,wgbloodbank@gmail.com,,wgbloodbank@gmail.com,Government,NO,54/WG/AP/97/BB/G,28.01.1997,31.12.2017,17.006153,81.782132
126,M/s. Indian Red Cross Society Component Blood Bank,Andhra Pradesh,534006,08812 224722,9848177142,,,redcrosseluru@gmail.com,http://www.indianredcross.ap.org,redcrosseluru@gmail.com,Charity,NO,16/WG/AP/2003/BB/CP,07.10.2003,29.03.2012,16.711919,81.094839
127,M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank,Andhra Pradesh,534005,"08812 288288, 08812 288299","07382626281, 07382626282",,,asrams@yahoo.com,http://www.asram.in,"saichandt@yahoo.com, asrambloodbank@gmail.com",Charity,NO,14/WG/AP/2002/BB/R,19.11.2002,19.11.2017,16.737395,81.146494
128,M/s. Good Samaritan Blood Bank,Andhra Pradesh,534001,"08812 246430, 08812 246947",9440470715,,,samaritaneluru@gmail.com,http://goodsmaritanhospitals.com,samaritaneluru@gmail.com,Private,NO,08/WG/AP/2011/BB/G,29.12.2011,28.12.2016,18.179738,83.39551
129,M/s. Indian Red Cross Society Blood Bank jangareddi gudem,Andhra Pradesh,534447,08821 225305,9493009404,,,Bloodbankahjrg@gmail.com,http://www.indianredcross.ap.org,Bloodbankahjrg@gmail.com,Government,NO,01/WG/AP/2012/BB/CC,20.11.2013,20.11.2018,17.125307,81.273907
130,Indian Red Cross Society Blood Bank narasapuram,Andhra Pradesh,534275,08814 276656 ,8179704000,,,harshasatish555@gmail.com,http://www.indianredcross.ap.org,harshasatish555@gmail.com,Charity,NO,01/WG/AP/2015/BB/G,25.06.2015,24.06.2020,16.45196,81.680205
131,Palakol Voluntary Blood Bank,Andhra Pradesh,534260,08814 222678,9885144415,,,palakolvoluntarybloodbank@gmail.com,,palakolvoluntarybloodbank@gmail.com,Charity,YES,9/WG/AP/2004/BB/CP,01.09.2004,09.03.2020,16.517455,81.725342
132,Indian Red Cross Society Blood Bank Tanuku  (Repeated),Andhra Pradesh,534211,8819221184,,,,wgbloodbank@gmail.com,,,,,,,,16.757173,81.679963
133,Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank,Andhra Pradesh,534215,08819 221184,9959312349,08819 220274,,ircs.tanuku@gmail.com,http://www.indianredcross.ap.org,ircs.tanuku@gmail.com,Charity,NO,12/WG/AP/2007/BB/R,14.09.2007		,13.09.2017,16.757173,81.679963
134,Sri Buddala Narasimhamurty Voluntary Blood Bank,Andhra Pradesh,534211,08819 225269,9133111131,,08819 221096,nanibuddala@gmail.com,,nanibuddala@gmail.com,Charity,YES,09/WG/AP/2009/BB/R,25.06.2009,24.06.2019,16.414033,80.647085
135,Rajiv Gandhi Institute of Medical Sciences Blood Bank,Andhra Pradesh,516001,08562 225665,"09502577742, 09703158194",,,"kadapabb@gmail.com balakrishna9999.1914@rediffmail.com, sgr2k2@gmail.com",,,Government,,05/CDP/AP/2007/BB/R,16-03-2007,16-03-2012 to 15-03-2017,15.133392,78.514102
136,"Indian Red Cross Society, Blood Bank",Andhra Pradesh,516001,08562 272829,9704798189,,,ircskadapa@gmail.com,,ircskadapa@gmail.com,Charity,NO,12/CD/AP/2004/BB/R,26.08.2004	,26.08.2009 and 26.08.2015,14.467354,78.824134
137,Boga Parvathamma Blood Bank ,Andhra Pradesh,516002,,9440269795,,,bogaparvathamma@yahoo.com,,bogaparvathamma@yahoo.com,Private,NO,18/CD/AP/2010/BB/G,19.01.2011,18.01.2016,14.467354,78.824134
138,Rajiv Gandhi Institute of Medical Sciences Blood Bank ,Andhra Pradesh,516001,,9703158194,,,,,sgr2k2@gmail.com,Government,,,,,0.0,0.0
139,Fathima Institute of Medical Sciences Blood Bank,Andhra Pradesh,516001,"08562 200505, 08562 200092",9440941709,,,,,fims.kadapa.ap@gmail.com,Private,,,,,0.0,0.0
140,District Hospital Blood Bank ,Andhra Pradesh,516360,,8106104334,,,"mobb.pdtr@gmail.com,",,,Government,NO,91/CD/AP/BB/R,,,14.741621,78.550959
141,A.P Vaidyavidhanaparishad Area Hospital Blood Bank,Andhra Pradesh,516360,,9985198393,,,,,mob.pdtr@gmail.com,Government,,,,,0.0,0.0
142,A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ,Andhra Pradesh,516390,,9440978262,,,pulivendulabb2007@gmail.com harishkumar.kvr@gmail.com,http://www.sahss.org,Pulivendulabb2007@gmail.com,Private,NO,ap/2007/bb/g,28/05/2007,,14.422232,78.226339
143,Changlang District Hospital Blood Bank,Arunachal Pradesh,792120,,9436068812,,,minsingngemu@gmail.com,,minsingngemu@gmail.com,Government,NO,BB/DL/2011/01,15/06/2015,14/06/2016,27.139258,95.738757
144,Pasighat General Hospital Blood Bank,Arunachal Pradesh,791102,,9436225890,,,gjonkey@gmail.com,,gjonkey@gmail.com,Government,NO,BB/DL-97/02,12/6/1998,31/02/2011,28.071544,95.325113
145,Lohit District Hospital Blood Bank,Arunachal Pradesh,792001,,9436633161,,,dmolohit@gmail.com,,dmolohit@gmail.com,Government,NO,BB/DL/2011/03,15/06/2011,14/06/2016,27.559574,96.101627
146,General Hospital Ziro  Blood Bank,Arunachal Pradesh,791120,,"08415000448, 09402290012",,,bloodbankziro@gmail.com,,drjkhopey@gmail.com,Government,NO,BB/DL/2011/04,15/06/2011,14/06/2016,27.53875,93.822176
147,Ramakrishna Mission Hospital Blood bank,Arunachal Pradesh,791113," 0360-221 2263, 221 8780","943,605,074,609,774,000,000",,0360-221 2761,rkmitanagar@gmail.com,,rkmitanagar@gmail.com,Charity,NO,BB/DL-08/97,22/4/1997,31/02/2017,27.086178,93.609065
148,Arunachal State Hospital Blood Bank,Arunachal Pradesh,791110,,"08731981187, 09436896857",,,neharlagumbloodbank@gmail.com,,sonapasang@gmail.com,Government,NO,MDC/BB/DL-97/02,22/4/1997,31/02/2017,27.103121,93.691936
149,Tawang District Hospital Blood Bank,Arunachal Pradesh,790104,,9402222155,,,tengyal2233@gmail.com,,tengyal2233@gmail.com,Government,NO,BB/DL/2011/01,23/05/2012,22/05/2017,27.588943,91.864896
150,Tawang District Hospital Blood Bank ,Arunachal Pradesh,790104,,9402795155,,,,,tengyal2233@gmail.com,Government,,,,,0.0,0.0
151,District Hospital Blood Bank,Arunachal Pradesh,,,,,,,,,Government,,,,,0.0,0.0
152,Upper Siang District Hospital Blood Bank,Arunachal Pradesh,791002,03777 222545,9436226409,,,dmoykggmail.com,,katanpatuk@gmail.com,Government,NO,BB/DL/2011/03,15/06/2011,14/06/2016,28.641662,95.025348
153,Upper Subansiri District Hospital Blood Bank,Arunachal Pradesh,791122,,"08794050827, 09436089691",,,drbininirin@gmail.com,,drbininirin@gmail.com,Government,NO,BB/DL/2012/02,23/05/2012,22/05/2017,27.981329,94.217428
154,West Siang District Hospital Blood Bank,Arunachal Pradesh,791001,,9436056268,,,yatugee@gmail.com,,fr.ygee1998@gmail.com,Government,NO,BB/DL/2011/05,9/8/2011,9/7/2016,28.169282,94.801031
155,Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,Assam,781301,03665 252088,"09435042865, 07896364895",,03665 252081,bloodbankfaamc5@gmail.com,,drdipankarbaruah@gmail.com,Government,NO,52/DR/Mfg/Blood,22/05/2002,A/F renewal,26.323792,90.986661
156,Bongaigaon Civil Hospital Blood Bank,Assam,783380,03664 228103,9435021056,,,bloodbank.bongaigaon@gmail.com,,dr.sushantasmch@gmail.com,Government,NO,86/DR/Mfg/ Blood   ,3/2/2015,2017,26.456671,90.560234
157,Lower Assam Hospital Blood Bank,Assam,783380,3664230465,9435720622,,,"lowerassamhospital@yahoo.in, nmandal979@gmail.com",,drrajubasumatary@gmail.com,Private,NO,73/DR/Mfg/Blood,23/02/2006,A/F renewal,26.492861,90.551479
158,Silchar Medical College and Hospital Blood Bank,Assam,788014,03842 229103,9435076209,,,bloodbanksmch@gmail.com,http://www.smcassam.gov.in/,drsumitadg@gmail.com,Government,NO,84/DR/Mfg/Blood,4/1/2012,2017,24.775578,92.794251
159,Indian Red Cross Children Hospital Blood Bank,Assam,788007,,9401854401,,,ircs.silchar@yahoo.com,,ircs.silchar@yahoo.com,Charity,NO,82/DR/Mfg/Blood,26/10/2010,A/F renewal,24.826127,92.796159
160,Barak Blood Bank and Clinical Research Centre,Assam,788005, 03842 222 185,9435071314,,,prdpnk@rediffmail.com,,prdpnk@rediffmail.com,Private,NO,24/DR/Mfg/Blood,12/12/1997,A/F renewal,24.808015,92.795242
161,Bongaigaon Refinery (BRPL) Hospital Blood Bank ,Assam,783385,"03664254669, 03664253253",9435121190,,03664 241037,dr_dk_das@indianoil.in,,dr_p_mazumdar@indianoil.in,Government,NO,15/DR/Mfg/Blood,12/3/1997,A/F renewal,26.510577,90.522683
162,Mangaldoi Civil Hospital Blood Bank,Assam,784125,03713 222024,9854035697,,,bloodbank.mangaldoi@gmail.com,,drdaudali79@gmail.com,Government,NO,59/DR/Mfg/Blood,25-02-2003,A/F renewal,26.437551,92.036395
163,Dhemaji Civil Hospital Blood Bank,Assam,787057,,9678100660,,,bloodbank.dhemaji@gmail.com,,khagendoley@gmail.com,Government,NO,45/DR/ Mfg/ Blood,6/8/2001,A/F renewal,27.458026,94.574533
164,Dhubri Civil Hospital Blood Bank,Assam,783325,"0366 223 2558, 03662 230959",9435028860,,,bloodbank.dhubri@gmail.com,,bloodbank.dhubri@gmail.com,Government,NO,29/DR/Mfg/Blood,10/8/1998,A/F renewal,26.034365,89.963554
165,Assam Medical College and Hospital Blood Bank,Assam,786002,3732303731,9435033505,,,dbr.bloodbankamch@gmail.com,,karabi2408@gmail.com,Government,NO,3/97/Mfg/Blood,06/10/1997-10/12/2013,A/F renewal,27.486985,94.944179
166,Dr. Damani&#39;s Nursing Home Blood Bank,Assam,786001,0373 2300928,9435031702,,0373 2302184,damani_medicos@rediffmail.com,,damani_medicos@rediffmail.com,Private,NO,26/DR/Mfg/Blood,20/01/1998,A/F renewal,27.4898858,94.9229632
167,Aditya Diagnostic Hospital Blood Bank,Assam,786005,"0373 2302219, 0373 2302220",9435030421,,,adityahospitalsdib@gmail.com,,"adityahospitalsdib@gmail.com, drprasen25@gmail.com",Private,NO,61/DR/Mfg/Blood,10/11/2003,A/F renewal,27.491383,94.931116
168,Sri Manta Sankardeva Hospital and Research Centre Blood Bank,Assam,786001,"00373 2327717, 0373 2327715",9435269959,,,sshridibrugarh@yahoo.com,,sshridibrugarh@yahoo.com,Private,NO,78/DR/Mfg/Blood,6/2/2007,A/F renewal,0.0,0.0
169,Dirial Central Hospital Blood Bank,Assam,786601,,"09435181581, 09435748265",,,"muninsharma1@rediffmail.com, rishavacks@gmail.com",,muninsharma1@rediffmail.com,Private,NO,36/DR/Mfg/Blood,26/04/1999,A/F renewal,0.0,0.0
170,Oil India Limited Hospital Blood Bank,Assam,786602,0374 2806356,9954498584,,0374 2800442,"malamani@oilindia.in, malamani123@yahoo.com",,malamani123@yahoo.com,Government,NO,17/DR/Mfg/Blood,2012,Applied for renewal,27.359192,95.323648
171,Haflong Civil Hospital Blood Bank ,Assam,788819,03673 236 555,9435077512,,,haflongbloodbank@gmail.com,,haflongbloodbank@gmail.com,Government,NO,64/DR/Mfg/Blood,22/05/2004,A/F renewal,25.165653,93.024831
172,Goalpara Civil Hospital Blood Bank,Assam,783121,"03663240337, 03663 243800",9435023847,,,bloodbank.golpara@gmail.com,,dr.upamoy@gmail.com,Government,NO,44/DR/Mfg/Blood,21/07/2001,A/F renewal,26.142267,90.610584
173,Solace Hospital and Research centre Pvt.Ltd Blood bank,Assam,783121,"03663 240021, 03663 243031",9435323781,,,solacehospital@aol.in,,b_modhupriya@yahoo.com,Private,NO, 91/DR/Mfg/Blood,7/9/2012,2017,26.164643,90.624877
174,Kushal Konwar (KK) Civil Hospital Blood Bank,Assam,785621,"00377 428 0042, 03774 280265",9435151875,,,bloodbank.golaghai@gmail.com,,jayantaborgohai@gmail.com,Government,NO,53/DR/ Mfg/ Blood,7/8/2002,A/F renewal,26.510171,93.964569
175,Vivekananda Kendra NRL Hospital Blood Bank,Assam,785699,"03776-266-566,03776-266-700",9435478406,,,"vknrl.hospital@gmail.com, barnali.deuri@nrl.co.in",,drbarnali1234@gmail.com,Private,NO,56/DR/Mfg/Blood,8/1/2003,A/F renewal,26.591371,93.749516
176,S. K. Roy Civil Hospital Blood Bank ,Assam,788151,"03744 281443, 03744 222423",9859763582,,,bloodbank.hailakandi@gmail.com,,bloodbank.hailakandi@gmail.com,Government,NO,67/DR/Mfg/Blood,13/12/2004,A/F renewal,24.671769,92.563355
177,Jorhat Medical College and Hospital Blood Bank ,Assam,785001,0376 2370155,9435747816,,,bloodbank.jmch.jorhat@gmail.com,,bloodbank.jmch.jorhat@gmail.com,Government,NO,85/DR/Mfg/Blood,1/9/2012,8/1/2017,26.742573,94.195109
178,Air Force Hospital Blood Bank,Assam,785005,,9706054599,,,drsunipat@gmail.com,,drsunipat@gmail.com,Government,NO,22/DR/Mfg/Blood,17/06/1997,31/12/2012,0.0,0.0
179,Greater Jorhat Lions Blood Bank,Assam,785001,,"09854665019, 09854050900",,,"chutiabipul@gmail.com, dranimesh@yahoo.com",,dranimes@yahoo.com,Charity,NO,88/DR/Mfg/Blood,7/6/2012,6/6/2017,26.753059,94.185964
180,Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,781001,0361 2733004,9401389455,,,bloodbankmmchguwahati@gmail.com,,bloodbank.mmch.guwahati@gmail.com,Government,NO,99/DR/Mfg/Blood,25/07/2014,24/07/2019,26.185505,91.740485
181,Dispur Blood Bank,Assam,781006,0825 399124 ext 222,9707020370,,,dishosp@gmail.com,,dr.nibhakaliln@gmail.com,Private,NO,8/DR/Mfg/Blood,12/2/2009,A/F renewal,26.149823,91.786638
182,Saharia&#39;s Path Lab & Blood Bank,Assam,781005,"0361-2458595, 0361 245 8594",9864097823,,,sahariabloodbank@gmail.com,,dhirensaharia@gmail.com,Private,NO,100/DR/Mfg/Blood,24-02-2003,2019,26.16274,91.770664
183,International Hospital Blood Bank,Assam,781005,3617135005,"09864017874, 07135005305",,,"deeps.bhuyan@gmail.com, bloodbankihl.hosp@gmail.com",http://internationalhosp.com,deeps.bhuyan@gmail.com,Private,NO,58/Dr/Mfg/Blood,9/12/2013,9/12/2018,26.154059,91.781267
184,Hayat Hospital Blood Bank,Assam,781034,0361-2475550/51/52/53/54,9508122223,,,"hayathospital@gmail.com, hhqualitycontrol@gmail.com",,pdc.diva@gmail.com,Private,NO,,,,26.139171,91.746199
185,Rahman Hospital Private Limited Blood Bank,Assam,781022,0361 233444,9864010982,,,bloodbankrahmanhospitals@gmail.com,,nandan.phukan@gmail.com,Private,NO,92/DR/Mfg/Blood,15-12-2012,2017,26.135133,91.809429
186,GNRC Institute of Medical Sciences Blood bank,Assam,781030,"03612227700, 03612227701",9706900636,,,drradhikalakhotia@gmail.com,,drradhikalakhotia@gmail.com,Private,NO,7/DR/Mfg/Blood,1/9/2004,31/12/2013,26.202192,91.693312
187,Central Hospital N. F. Railway Blood Bank,Assam,781011,"03612723762, 03612570492",9957550524,,,"mdnfr@gmail.com, choudhurysuraj3@gmail.com",,choudhurysuraja3@gmail.com,Government,NO,11/DR/Mfg/Blood,10/3/1997,A/F renewal,26.151872,91.694899
188,G.N.R.C. Hospital Blood Bank,Assam,781006,0361 2227700,9954088100,,,gnrclabservices@gmail.com,,gnrclabservices@gmail.com,Private,NO,7/DR/Mfg/Blood,1/9/2004,31-12-2013,26.1391,91.794024
189,Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,781032,0361 252 9457,9864096208,,,bloodbank.gmch.guwahati@gmail.com,,tirthachaliha@gmail.com,Government,NO,1/96/Mfg/Blood,4/9/2004,31/12/2013,26.159914,91.768498
190,Dr. B. Borooah Cancer Institute Blood Bank,Assam,781016,"0361 2472366, 0361 2472636",9864016791,,0361-2472636,bbeibloodbank@gmail.com,http://www.bbcionline.org/index.htm,dranupamsarma@gmail.com,Government,NO,79/DR/MFG/Blood,2/1/2008,31/01/2012,26.165087,91.747674
191,Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,781007,,9864096134,,,agvrc5@gmail.com,,agvrc5@gmail.com,Private,NO,81/DR/Mfg/Blood,7/11/2009,A/F renewal,26.176689,91.753784
192,Down Town Hospital Blood Bank ,Assam,781006,"00361 2332741, 0361 2334168",9706025061,,,drmayuri_13@yahoo.co.in,,drmayuri_13@yahoo.co.in,Private,NO,9/DR/Mfg/Blood,10/3/1997,31-12-2012,26.136151,91.796833
193,Ganga Hospital Blood Bank,Assam,781007,0361 2454742,8011010800,,,gangabloodbankghy@gmail.com,,dr.radha.48@gmail.com,Charity,NO,95/DR/Mfg/Blood,6/9/2002,1/1/2012,26.172081,91.759992
194, Surakhya  Blood Bank ,Assam,781008,"03612606665, 0361 2606888",9864015329,,,surakhya2004@gmail.com,,nabanitamedhi16@gmail.com,Charity,NO,68/DR/Mfg/Blood,18/03/2005,2012,26.175065,91.75257
195,Marwari Hospital and Research Centre Blood Bank,Assam,781008,0361 2733737,"09435049187, 07399044096",,,tarunbdutta@gmail.com,,tarun_bdutta@gmail.com,Charity,NO,74/DR/Mfg/Blood,1/1/2016,1/1/2020,26.172012,91.740106
196,151 Base Hospital Blood Bank,Assam,781029,,9959857437,,,manuchopra70@gmail.com,,manuchopra70@gmail.com,Government,NO,12/DR/Mfg/Blood,10/3/1997,31/12/2012,26.104222,91.796169
197,Sanjevani Hospital Blood Bank,Assam,781011,0361 2674892,8811091296,,,sanjevanihospital@gmail.com,,sanjevanihospital@gmail.com,Private,NO,104/DR/Mfg/Blood,2/3/2015,28-02-2020,26.161206,91.70941
198,Narayana Hrudayalaya Limited Blood Bank,Assam,781031,3612680321,"08811079324, 07086020485",8811888888,0361 2680322,hirakjyoti.das.dr@narayanahealth.org,http://www.narayanahealth.org,hirakjyoti.das.dr@narayanahealth.org,Private,NO,105/DR/Mfg/ Blood,4/3/2015,3/3/2020,26.20775,91.678242
199,Diphu Civil Hospital Blood Bank,Assam,782460,,9435066080,,,bloodbank.karbianglong@gmail.com,,kabanteronpi80@gmail.com,Government,NO,42/DR/Mfg/Blood,9/7/2001,A/F renewal,25.844281,93.433805
200,Karimganj Civil Hospital Blood Bank,Assam,788710,"03843260490, 03844 263200",9401884355,,,bloodbank.karimganj@gmail.com,,bloodbank.karimganj@gmail.com,Government,NO,55/DR/Mfg/Blood,25/10/2002,A/F renewal,24.867595,92.361806
201,R.N.B. Civil Hospital Blood Bank,Assam,783370,03661 276436,9435026547,,,bloodbank.kokrajhar@gmail.com,,bloodbank.kokrajhar@gmail.com,Government,NO,66/DR/Mfg/Blood,12/8/2004,A/F renewal,26.452881,89.976397
202,North Lakhimpur Civil Hospital Blood Bank,Assam,787001,"03752 242240, 03752 243182",9435534330,,,bloodbank.lakhimpur@gmail.com,,bloodbank.lakhimpur@gmail.com,Government,NO,33/DR/Mfg/Blood,10/11/1998,A/F renewal,27.242685,94.106483
203,Morigaon Civil Hospital Blood Bank,Assam,782105,,"08011352918, 099574 59887",,,bloodbank.morigoan@gmail.com,,drjaliltimes@gmail.com,Government,NO,63/DR/Mfg/ Blood,17-02-2004,A/F renewal,26.251646,92.354523
204,Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,Assam,782435,03674-252514,9435032531,,,hammhrc@gmail.com,,baigsamim@gmail.com,Charity,NO,19/DR/Mfg/Blood,2/6/1997,A/F renewal,26.015994,92.868186
205,Divisional Railway Headquarters Hospital Blood Bank,Assam,,,9957553526,,,bhaskar.das@gmail.com,,bhaskar.das@gmail.com,Government,NO,71/DR/ Mfg/ Blood,10/3/1997,A/F renewal,0.0,0.0
206,B.P. Civil Hospital Blood Bank,Assam,782001,03672-251105,9435061021,,,nagaonbloodbank@gmail.com,,nagaonbloodbank@gmail.com,Government,NO,13/DR/Mfg/Blood,11/3/1997,A/F renewal,26.344942,92.689464
207,North East Blood Bank and Research Centre,Assam,782002,03672 223351,9435061932,,,gdhospital@redifmail.com,,drpbhuyan@gmail.com,Charity,NO,62/DR/Mfg/Blood,8/12/2003,A/F renewal,26.344263,92.680991
208,S. M. K. Civil Hospital Blood Bank ,Assam,781335,03624-223555,9435028232,,,bloodbank.nalbari@gmail.com,,drutpaldas@gmail.com,Government,NO,43/DR/Mfg/Blood,16/07/2001,A/F renewal,26.448222,91.435618
209,Nalbari Maternity Hospital Blood Bank,Assam,781335,3624220840,9435194910,,,drrajusarma@gmail.com,,drrajusarma@gmail.com,Private,NO,75/DR/Mfg/Blood,27/03/2006,A/F renewal,26.440614,91.43584
210,O.N.G.C. Limited Hospital Blood Bank,Assam,785640,,9435717271,,,manishagogoi@yahoo.co.in,,manishagogoi@yahoo.co.in,Government,NO,30/DR/Mfg/Blood,17/8/1998,2011,26.981201,94.651794
211,Pragati Hospital and Research Centre Blood Bank,Assam,785640,,9854041744,,,,,,Private,NO,48/DR/Mfg/Blood,20/11/2001,A/F renewal,26.997865,94.61976
212,Sivasagar Civil Hospital Blood Bank,Assam,785640,,9435057007,,,"bloodbank.sivsagar@gmail.com, bloodbank.sibsagar@gmail.com",,drkalpanadeka@gmail.com,Government,NO,49/DR/Mfg/ Blood,20/11/2001,A/F renewal,26.955222,94.611106
213,Catholic Hospital Blood Bank,Assam,784167,3715291162,9957806732,,,borgangcatholichospital@yahoo.in,,dilipkataki2015@gmail.com,Charity,NO,72/DR/Mfg/Blood,5/11/2005,31/12/2009,26.815339,93.320185
214,Kanaklata Civil Hospital Blood Bank,Assam,784001,"003712-252999, 03712 220033",9435080847,,,sonitpurbloodbank@gmail.com,,dr.tbchetri@gmail.com,Government,NO,40/DR/Mfg/Blood,28/07/2000,31/12/2001,26.628524,92.796499
215,155 Base Hospital Blood Bank,Assam,784501,,9435710555,,,preranaguleria@gmail.com,,preranaguleria@gmail.com,Government,NO,28/DR/Mfg/Blood,3/6/1998,A/F renewal,26.655397,92.787317
216,Tezpur Medical College Hospital Blood Bank ,Assam,784010,03712 241344,8486893474,,,bloodbanktmch@gmail.com,,bloodbanktmch@gmail.com,Government,NO,,,,26.680968,92.653349
217,Indian Oil Corp Ltd (AOD) Hospital blood bank,Assam,786171,03751-263515,9435506677,,,drashokkumar@indianoil.in,,drashok1978@gmail.com,Government,NO,102/DR/Mfg/Blood,23/02/2015,22/02/2020,27.39287,95.62943
218,Central Hospital  Coal India Limited,Assam,786184,,9435138053,,,gmmrg1@sancharnet.in,,gmmrg1@sancharnet.in,Government,NO,27/DR/Mfg/Blood,29/07/2008,A/F renewal,27.289292,95.674768
219,Tinsukia Civil Hospital Blood Bank,Assam,786125,0374 2308343,8876262939,,,bloodbanktinsukia@gmail.com,,bloodbanktinsukia@gmail.com,Government,NO,96/DR/Mfg/Blood,10/12/2013,9/12/2018,27.498632,95.358861
220,Tinsukia Blood Bank,Assam,786125,0374 2332080,9435269959,,,tinsukiabloodbank@yahoo.com,,tinsukiabloodbank@yahoo.co.in,Charity,NO,5/DR/Mfg/Blood,05/03/1997-2008,2017,27.490438,95.363017
221,Sadar Hospital Aurangabad Blood Bank,Bihar,824101,06186 224533,,,,bloodbankabadbihar@gmail.com,,"bloodbankabadbihar@gmail.com ,spsurendraprasad1@gmail.com",Government,NO,79(N)/04,3/11/2004,"03-11-2009, A/F",0.0,0.0
222,Meera Nursing Home Blood Bank and Research Centre,Bihar,851101,06243 222250,9835642642,,,vjayk98222@gmail.com,,"vijayk98222@gmail.com, bloodbankresearchcenter@gmail.com",Private,,1334/98,11/3/1998,31-12-1999,0.0,0.0
223,Rastra Kavi Dinkar Blood Bank,Bihar,851101,06243 220072,9431208750,,,bbdhbegusarai@gmail.com,,bbdhbegusarai@gmail.com,Government,NO,88(N)/04,10/5/2004,A/F For Renwal,25.4138,86.13596
