Sr No, Blood Bank Name, State, District, City, Address, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, License #, Date License Obtained, Date of Renewal, Latitude, Longitude,label
95,District Headquarters Hospital (Repeated),Andhra Pradesh,SPSR NELLORE,Nellore,"District Headquarters Hospital, Dargamitta, Nellore",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,14.435424,79.966831,0
96,D.S.R. Headquarters Hospital Blood Bank,Andhra Pradesh,SPSR NELLORE,Nellore,"Government Hospital Compound, Nellore",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
97,Narayana Medical College & Hospital Blood Bank,Andhra Pradesh,SPSR NELLORE,Nellore,"Narayana Hospital compound, Nellore","MBBS, MD (Transfusion Medicine)",Private,YES,YES,24x7	,08/NL/AP/2007/BB/G,13.11.2008,13.11.2018,14.442599,79.986456,0
98,Gems Hospital Blood Bank,Andhra Pradesh,SRIKAKULAM,Ragolu,"Gems Hospital Premises, Ragolu, Srikakulam","MBBS, DCP",Private,NO,NO,24x7	,6/SK/AP/2010/BB/G,03.06.2011,02.06.2016,18.289087,83.9056,0
99,GMR Varalakshmi Care Hospital Blood Bank,Andhra Pradesh,SRIKAKULAM,Rajam,"GMR Varalakshmi Care Hospital Premises, GMR Nagar, Rajam
","MBBS, MD (Pathology)",Private,YES,NO,24x7,06/SK/AP/2013/BB/G,26.11.2013		,25.11.2018,18.461272,83.658352,0
100,Rajiv Gandhi Institute of Medical Sciences (RIMS) General Hospital Blood Bank,Andhra Pradesh,SRIKAKULAM,Srikakulam,"RIMS Government Hospital Premises, Balaga, Srikakulam
","MBBS, MD (Pathology)",Government,YES,NO,24x7,59/SKL/AP/97/BB/CP,19.08.1997,18.08.2016,18.312884,83.887717,0
101,Indian Red Cross Society (IRCS) Blood Bank,Andhra Pradesh,SRIKAKULAM,Srikakulam,"D.No. 8-5-2/A, Opposite to Bapuji Kalamandir, Srikakulam


",MBBS,Charity,NO,NO,24x7,2/SK/AP/2006/BB/R,27.02.2016,26.02.2021,18.296359,83.894549,0
102,District Hospital,Andhra Pradesh,VISAKHAPATNAM,Anakapalli,AH- ANAKAPALLI,MBBS,Government,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.689592,82.997733,0
103,M/s. NTR Area Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Anakapalli,"APVVP Hospital Premises, Anakapalli, Visakhapatnam 
",MD (Pathology),Government,NO,NO,8 Hrs,18/AP/VP/2003/BB/G,17.11.2003,29.05.2014,17.686427,83.218576,0
104,M/s. Visakha Steel General Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Gajuwaka,"Ukkunagaram, Steel Plant, Visakhapatnam",MD (Pathology),Government,NO,NO,24x7			,22/VP/AP/95/BB/R,16.04.1996,13.02.2014,17.662908,83.144127,0
105,M/s. INHS Kalyani Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Gajuwaka,"INHS Kalyani Hospital, Gandhigram (PO), Visakhapatnam",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
106,M/s. Anil Neerukonda Hospital  Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Sangivalasa,"Sangivalasa, Bheemunipatnam (M), Visakhapatnam District
","MBBS, DIBT",Private,YES,NO,24X7,01/VP/AP/2007/BB/G,06.03.2007	,05.03.2017,17.97256,83.432338,0
107,M/s. King George Hospital (KGH) Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"King George Hospital, Maharanipeta, Visakhapatnam",MBBS,Government,YES,NO,24x7,78/VSP/AP/97/BB/R,28.01.1997,31.12.2017,17.70667,83.303737,0
108,M/s. Government Victoria Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"Women & Children Hospital Blood Bank, Visakhapatnam",M.S E.N.T,Government,NO,NO,24x7,57/VSP/AP/97/BB/G,1997,2013,17.686816,83.218482,0
109,M/s. Indian Red Cross Society Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D.No:14-35-4, Behind Collecorate, Z..P. Junction, Maharanipeta, Visakhapatnam
","MBBS, MD. DCH	",Charity,YES,NO,24x7,15/VP/AP/2004/BB/R,02.12.2004,01.12.2014,17.686816,83.218482,0
110,M/s. Rotary Blood Bank (Vishaka Port City Rotary Charitable Trust),Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D.No: 13-26-2/54, 3rd Floor, Apuroopa Arcade, Near Jagadamba Junction, Maharanipeta, Vishakapatnam
",MBBS,Charity,YES,YES,24x7,19/VP/AP/2002/BB/R			,27.01.2003,28.11.2018,17.686816,83.218482,0
111,M/s. Apollo Hospital Heart & Kidney Centre Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D.No.10-50-80, 1st Floor, Apollo Hospital, Waltair Main Road, Visakhapatnam. 
",MD (Pathology)	,Private,NO,NO,24x7,120/VP/AP/2000/BB/R	,03.10.2000	,31.12.2016,17.717084,83.309208,0
112,M/s. Seven Hills Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D.No.11-4-4/A, 5th Floor, Rock Dale Layout, Waltair MainRoad, Visakhapatnam
",MD (Pathology),Private,NO,NO,24x7,07/VP/AP/2007/BB/CC,12.10.2009,11.10.2019		,17.71737,83.309268,0
113, A. S. Raja Voluntary Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D.No. 10-50-11/5, Ground Floor, 1st, 2nd and 3rd Floor, Beside CARE Hospital, Waltair Main Road, Ramnagar, Visakhapatnam
","MBBS, MD ,Pathology.",Charity,YES,NO,24x7,7/VP/AP/2002/BB/R,06.09.1995,27.08.2018,17.720274,83.313048,0
114,M/s. Lions Club of Visakhapatnam Blod Bank Trust  ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D. No.10-54-7, Lions Community Hall, Ram Nagar, Visakhapatnam
","MBBS, DGO",Charity,YES,NO,24X7	,03/VP/AP/2012/BB/G	,07.06.2012,06.06.2017,17.719063,83.311286,0
115,M/s. N.T.R. Memorial Trust Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"P. No. 15B-3-1, Block No. 56, Waltair Main Road, Ramnagar, Visakhapatnam
",MBBS	,Charity,YES,YES,24X7,03/VSP/AP/2013/BB/G,30.05.2013,30.05.2018,17.691575,83.238891,0
116,M/s. Gitam Institute of Medical Sciences and Research Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D.No.5-168, Ward No.6, Gitam University, Rushikonda, Visakhapatnam
","MBBS, DCP",Private,YES,YES,24x7		,2/VSP/AP/2015/BB/G,19.05.2015,18.05.2020,17.784938,83.374975,0
117,M/s. Gayatri Vidya Parishad Institute of Health Care and Medical Technology,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D. No.6-25, Maridi Valley, Marikavalasa, Madhurawada, Vishakapatnam
",MD (Pathology),Private,YES,NO,24x7					,03/VSP/AP/2015/BB/G,28.08.2015,27.08.2020,17.689433,83.211615,0
118,"Indian Red Cross Society Blood Bank, RCH-II",Andhra Pradesh,VIZIANAGARAM,Parvathipuram,"Area Hospital Premises, First Floor, Belagam, Parvathipuram
","MBBS, Diploma in Pathology",Charity,NO,NO,24x7,15/VZN/AP/2007/BB/G,24.08.2007,24.07.2012,18.781716,83.426752,0
119,District Headquarters Hospital Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"District Headquarters Hospital, Cantonment, Vizianagaram ",MD (Pathology),Government,YES,NO,24x7,58/VZM/AP/97/BB/R,27.01.1998,01.01.2017,18.110022,83.388433,0
120,Indian Red Cross Society Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"D.No. 71/82, Near Ganesh Temple, Cantonment,  Vizianagaram","MBBS, FICC",Charity,NO,NO,24x7,10/VZ/AP/2006/BB/G,02.12.2006,01.11.2011,18.106658,83.395551,0
121,Srinivasa Nursing Home Blood Bank ,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"Ground Floor, Plot No. 06, Arundati Nagar, Opposite to Goods Shed, Cantonment, Vizianagaram",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
122,Maharaja Institute of Medical Sciences Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"D.No. 31-15, Nellimarla, Vizianagaram",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
123,ASN Raju Charitable Trust Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,"D.No. 24-1-1, R.K. Plaza (Sarovar complex), J. P. Raod, Bhimavaram
",MBBS,Charity,YES,NO,24X7,10/WG/AP/2010/BB/G,03.08.2010,03.08.2015,16.54391,81.516237,0
124,Uddaraju Anandaraju Foundation Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,"D.No. 27-8-21/2, Sivaraopet, Bhimavaram","MBBS, DPH",Charity,NO,NO,24X7,25/WG/AP/2009/BB/G,22.12.2009,14.11.2014,16.543064,81.515731,0
125,M/s. Government Headquarters Hospital Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Government Headquarters Hospital, Ground Floor, R.R. Peta, Eluru, West Godavari","MBBS, DCP",Government,NO,NO,24x7,54/WG/AP/97/BB/G,28.01.1997,31.12.2017,17.006153,81.782132,0
126,M/s. Indian Red Cross Society Component Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru," General Hospital Premises, Eluru, West Godavai
","MBBS, Ms (Artho)  ",Charity,YES,NO,24x7,16/WG/AP/2003/BB/CP,07.10.2003,29.03.2012,16.711919,81.094839,0
127,M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Ground Floor, Hospital Block, NH 5 Eluru, West Godavari 
",MD (Microbiology),Charity,YES,NO,24X7,14/WG/AP/2002/BB/R,19.11.2002,19.11.2017,16.737395,81.146494,0
128,M/s. Good Samaritan Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"D.No.13-1, Good Samaritan Cancer and General Hospital, Vangayagudem, Eluru, West Godavari
",MBBS,Private,NO,NO,24X7,08/WG/AP/2011/BB/G,29.12.2011,28.12.2016,18.179738,83.39551,0
129,M/s. Indian Red Cross Society Blood Bank jangareddi gudem,Andhra Pradesh,WEST GODAVARI,Jangareddygudem,"Government Hospital Premises, Jangareddygudem",MBBS,Government,NO,NO,24X7,01/WG/AP/2012/BB/CC,20.11.2013,20.11.2018,17.125307,81.273907,0
130,Indian Red Cross Society Blood Bank narasapuram,Andhra Pradesh,WEST GODAVARI,Narasapuram,"C/o. Community Healthcare Center, Narsapuram","MBBS, MS (ENT)",Charity,NO,NO,24x7,01/WG/AP/2015/BB/G,25.06.2015,24.06.2020,16.45196,81.680205,0
131,Palakol Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Palakol,"D.No. 47-1-12/2C, 1st floor, Beside Chamber of Commerce Building, Srinivasa Deluxe, Palakol
","MBBS, DGO",Charity,YES,YES,24X7,9/WG/AP/2004/BB/CP,01.09.2004,09.03.2020,16.517455,81.725342,0
132,Indian Red Cross Society Blood Bank Tanuku  (Repeated),Andhra Pradesh,WEST GODAVARI,Tanuku,"IRCS Sub Branch Doorno 27-14-9, Dodipatlavari Street, 
Tanuku, West Godavari District ",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,16.757173,81.679963,0
133,Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.27-14-9, Doddipatla Vari Street, Tanuku.",MBBS,Charity,NO,NO,24x7,12/WG/AP/2007/BB/R,14.09.2007		,13.09.2017,16.757173,81.679963,0
134,Sri Buddala Narasimhamurty Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.34-4/5, Ground Floor, Supriya Towers, Tanuku
",MBBS,Charity,YES,YES,24X7,09/WG/AP/2009/BB/R,25.06.2009,24.06.2019,16.414033,80.647085,0
135,Rajiv Gandhi Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Blood Bank Medical Officer, O.P. Block Ground Floor, Blood Bank, RIMS General Hospital,Puttlampalli, Kadapa ( RIMS, Kadapa).",MBBS,Government,YES,NO,24x7,05/CDP/AP/2007/BB/R,16-03-2007,16-03-2012 to 15-03-2017,15.133392,78.514102,0
136,"Indian Red Cross Society, Blood Bank",Andhra Pradesh,Y.S.R. (Kadapa),KADAPA,"D.No. 10-971, Opposite to Mattipedda Puli, Trunk Road, Kadapa
",MBBS ,Charity,NO,NO,24x7,12/CD/AP/2004/BB/R,26.08.2004	,26.08.2009 and 26.08.2015,14.467354,78.824134,0
137,Boga Parvathamma Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"A unit of boga parvathamma memorial blood donation service organization,
d.no:7-137, second floor, jayanagar colony , Kadapa
  ",MBBS MD Pathology,Private,NO,NO,24x7,18/CD/AP/2010/BB/G,19.01.2011,18.01.2016,14.467354,78.824134,0
138,Rajiv Gandhi Institute of Medical Sciences Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"RIIMS General Hospital ,Ground Floor, Putlam Palli Kadapa",MBBS,Government,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
139,Fathima Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Ramarajupalli, Pulivendula Road Kadapa",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
140,District Hospital Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),PRODDATUR,"APVVP, Gavini Circle, Yerraguntla Bypass Road, Proddatur",MBBS,Government,NO,NO,24x7,91/CD/AP/BB/R,1/1/2012,31-12-2016,14.741621,78.550959,0
141,A.P Vaidyavidhanaparishad Area Hospital Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Proddatur,"Proddatur, YSR",MBBS,Government,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
142,A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Pulivendula,"Ground Floor, Muddanuru Road, Pulivendula",M.B.B.S,Private,NO,NO,24x7,ap/2007/bb/g,28/05/2007,31-12-2016,14.422232,78.226339,0
143,Changlang District Hospital Blood Bank,Arunachal Pradesh,CHANGLANG,Changlang,"District Hospital, Changlang District, Arunachal Pradesh",MBBS,Government,NO,NO,24 x 7,BB/DL/2011/01,15/06/2015,14/06/2016,27.139258,95.738757,0
144,Pasighat General Hospital Blood Bank,Arunachal Pradesh,EAST SIANG,Pasighat,"General Hospital, Pasighat,  Jt. DHS (T&R), High Region, Near NH 52. ","MBBS, MD",Government,NO,NO,24 x 7,BB/DL-97/02,12/6/1998,31/02/2011,28.071544,95.325113,0
145,Lohit District Hospital Blood Bank,Arunachal Pradesh,LOHIT,Tezu,"District Hospital Tezu, Lohit District, Arunachal Pradesh",MBBS,Government,NO,NO,24 x 7,BB/DL/2011/03,15/06/2011,14/06/2016,27.559574,96.101627,0
146,General Hospital Ziro  Blood Bank,Arunachal Pradesh,LOWER SUBANSIRI,Ziro,"General Hospital Ziro, Lower Subansiri
 
","MBBS, MD",Government,NO,NO,24 x 7,BB/DL/2011/04,15/06/2011,14/06/2016,27.53875,93.822176,0
147,Ramakrishna Mission Hospital Blood bank,Arunachal Pradesh,PAPUM PARE,Itanagar,"Ramakrishna Mission Hospital 
P.O. Ramakrishna Mission
Itanagar,
",MBBS,Charity,NO,NO,24 x 7,BB/DL-08/97,22/4/1997,31/02/2017,27.086178,93.609065,0
148,Arunachal State Hospital Blood Bank,Arunachal Pradesh,PAPUM PARE,Naharlagun,"Arunachal State Hospital / General Hospital, NH 52A, Lumer Dai Road","MBBS, MD",Government,NO,NO,24 x 7,MDC/BB/DL-97/02,22/4/1997,31/02/2017,27.103121,93.691936,0
149,Tawang District Hospital Blood Bank,Arunachal Pradesh,TAWANG,Tawang,"District Hospital, Tawang District , Arunachal Pradesh",MBBS,Government,NO,NO,24 x 7,BB/DL/2011/01,23/05/2012,22/05/2017,27.588943,91.864896,0
150,Tawang District Hospital Blood Bank ,Arunachal Pradesh,TAWANG,Tawang,"Bomdila,Tawang",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
151,District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Upper Siang,"Roing,Tezu, Upper Siang",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
152,Upper Siang District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Yingkiong,"District Hospital, Yingkiong, Upper Siang District, 
Arunachal Pradesh.",MBBS,Government,NO,NO,24 x 7,BB/DL/2011/03,15/06/2011,14/06/2016,28.641662,95.025348,0
153,Upper Subansiri District Hospital Blood Bank,Arunachal Pradesh,UPPER SUBANSIRI,Daporijo,"District Hospital Daporijo, Upper Subansiri District, 
Arunachal Pradesh",MBBS,Government,NO,NO,24 x 7,BB/DL/2012/02,23/05/2012,22/05/2017,27.981329,94.217428,0
154,West Siang District Hospital Blood Bank,Arunachal Pradesh,WEST SIANG,Aalo,"District Hospital, Medical Complex, Aalo","MBBS, DCP",Government,NO,NO,24 x 7,BB/DL/2011/05,9/8/2011,9/7/2016,28.169282,94.801031,0
155,Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,Assam,BARPETA,Barpeta,"Ground Floor  Fakhruddin Ali Ahmed Medical College, Jotigaon, Jania Road.
Opposite to Chaulkhowa River ",MBBS,Government,NO,NO,24 x 7,52/DR/Mfg/Blood,22/05/2002,A/F renewal,26.323792,90.986661,0
156,Bongaigaon Civil Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Main Road, Mayapuri,Bongaigaon",MBBS,Government,NO,NO,24 x 7,86/DR/Mfg/ Blood   ,3/2/2015,2017,26.456671,90.560234,0
157,Lower Assam Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Chapaguri Road, North Bongaigaon","MBBS,DCP",Private,YES,NO,24 x 7,73/DR/Mfg/Blood,23/02/2006,A/F renewal,26.492861,90.551479,0
158,Silchar Medical College and Hospital Blood Bank,Assam,CACHAR,Silchar,"Krishnapur Medical Road, Ghungoor, Silchar
","MBBS, MD (Pathologist)  ",Government,YES,NO,24 x 7,84/DR/Mfg/Blood,4/1/2012,2017,24.775578,92.794251,0
159,Indian Red Cross Children Hospital Blood Bank,Assam,CACHAR,Silchar,"Indian Red Cross Children Hospital, Tarapur, Silchar","MBBS, MD",Charity,NO,NO,24 x 7,82/DR/Mfg/Blood,26/10/2010,A/F renewal,24.826127,92.796159,0
160,Barak Blood Bank and Clinical Research Centre,Assam,CACHAR,Silchar,"Central Rd, Tarapur, Kanakpur Part-II","MBBS, DCP",Private,NO,NO,24 x 7,24/DR/Mfg/Blood,12/12/1997,A/F renewal,24.808015,92.795242,0
161,Bongaigaon Refinery (BRPL) Hospital Blood Bank ,Assam,CHIRANG,Dhaligaon,"BRPL Refinery, iocl/bgr township",MBBS,Government,NO,NO,24 x 7,15/DR/Mfg/Blood,12/3/1997,A/F renewal,26.510577,90.522683,0
162,Mangaldoi Civil Hospital Blood Bank,Assam,DARRANG,Mangaldoi,"Mangaldoi Civil Hospital, NH 52, Mangaldoi, Darrang",MBBS,Government,NO,NO,24 x 7,59/DR/Mfg/Blood,25-02-2003,A/F renewal,26.437551,92.036395,0
163,Dhemaji Civil Hospital Blood Bank,Assam,DHEMAJI,Dhemaji,"Ward No:9, Lachit Nagar, Natun Nagar Rd","MBBS, DCH",Government,NO,NO,24 x 7,45/DR/ Mfg/ Blood,6/8/2001,A/F renewal,27.458026,94.574533,0
164,Dhubri Civil Hospital Blood Bank,Assam,DHUBRI,Dhubri,"Jhagrarpar, Dhubri",MBBS,Government,NO,NO,24 x 7,29/DR/Mfg/Blood,10/8/1998,A/F renewal,26.034365,89.963554,0
165,Assam Medical College and Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Barbari, Dibrugarh",MBBS,Government,YES,NO,24 x 7,3/97/Mfg/Blood,06/10/1997-10/12/2013,A/F renewal,27.486985,94.944179,0
166,Dr. Damani&#39;s Nursing Home Blood Bank,Assam,DIBRUGARH,Dibrugarh,"L.G.B. Avenue, Near Circuit House","MBBS, MD",Private,NO,NO,24 x 7,26/DR/Mfg/Blood,20/01/1998,A/F renewal,27.4898858,94.9229632,0
167,Aditya Diagnostic Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Bordoloi Avenue, Dibrugarh","MBBS, MD",Private,NO,NO,24 x 7,61/DR/Mfg/Blood,10/11/2003,A/F renewal,27.491383,94.931116,0
168,Sri Manta Sankardeva Hospital and Research Centre Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Chowkindinge, Mancotta Road",MBBS,Private,NO,NO,24 x 7,78/DR/Mfg/Blood,6/2/2007,A/F renewal,0.0,0.0,0
169,Dirial Central Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Diral Tea estate, Hoogrijan","MBBS, MD",Private,NO,NO,24 x 7,36/DR/Mfg/Blood,26/04/1999,A/F renewal,0.0,0.0,0
170,Oil India Limited Hospital Blood Bank,Assam,DIBRUGARH,Duliajan,"Oil Hospital, Duliajan","MBBS, MD",Government,NO,NO,24 x 7,17/DR/Mfg/Blood,2012,Applied for renewal,27.359192,95.323648,0
171,Haflong Civil Hospital Blood Bank ,Assam,DIMA HASAO,Haflong,"NH 54, Songpijaang, Haflong",MBBS,Government,NO,NO,24 x 7,64/DR/Mfg/Blood,22/05/2004,A/F renewal,25.165653,93.024831,0
172,Goalpara Civil Hospital Blood Bank,Assam,GOALPARA,Goalpara,"Agia Road, Goalpara",MBBS,Government,NO,NO,24 x 7,44/DR/Mfg/Blood,21/07/2001,A/F renewal,26.142267,90.610584,0
173,Solace Hospital and Research centre Pvt.Ltd Blood bank,Assam,GOALPARA,Goalpara,"BOC Agia Road Road, P.O. Baladmari
Opposite to Assam Oil Petrol Pump","MBBS, DCP, MD (Pathology & Microbiology)",Private,NO,NO,24 x 7, 91/DR/Mfg/Blood,7/9/2012,2017,26.164643,90.624877,0
174,Kushal Konwar (KK) Civil Hospital Blood Bank,Assam,GOLAGHAT,Golaghai town,"Abita Building, 1st floor,  Golaghat Near stataion Rd
",MBBS,Government,NO,NO,24 x 7,53/DR/ Mfg/ Blood,7/8/2002,A/F renewal,26.510171,93.964569,0
175,Vivekananda Kendra NRL Hospital Blood Bank,Assam,GOLAGHAT,Golaghat,"NRL Township, Numaligarh Refinery Complex","MBBS, DCP",Private,NO,NO,24 x 7,56/DR/Mfg/Blood,8/1/2003,A/F renewal,26.591371,93.749516,0
176,S. K. Roy Civil Hospital Blood Bank ,Assam,HAILAKANDI,Hailakandi,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi","MBBS, DCP",Government,NO,NO,24 x 7,67/DR/Mfg/Blood,13/12/2004,A/F renewal,24.671769,92.563355,0
177,Jorhat Medical College and Hospital Blood Bank ,Assam,JORHAT,Jorhat,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan","MBBS, MD",Government,YES,NO,24 x 7,85/DR/Mfg/Blood,1/9/2012,8/1/2017,26.742573,94.195109,0
178,Air Force Hospital Blood Bank,Assam,JORHAT,Jorhat,"Air Force station, Jorhat, 5, C/O 99 APO","MBBS, MD",Government,NO,NO,24 x 7,22/DR/Mfg/Blood,17/06/1997,31/12/2012,0.0,0.0,0
179,Greater Jorhat Lions Blood Bank,Assam,JORHAT,Jorhat,"Lions Multiple Service Centre, Sonali Jayanti Nagar",MBBS,Charity,NO,NO,24 x 7,88/DR/Mfg/Blood,7/6/2012,6/6/2017,26.753059,94.185964,0
180,Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,KAMRUP,Guwahati,"Panbazar, Guwahati","MBBS, MD",Government,NO,NO,24 x 7,99/DR/Mfg/Blood,25/07/2014,24/07/2019,26.185505,91.740485,0
181,Dispur Blood Bank,Assam,KAMRUP,Guwahati,"Ganeshguri, Dispur","MBBS, MD",Private,YES,NO,24 x 7,8/DR/Mfg/Blood,12/2/2009,A/F renewal,26.149823,91.786638,0
182,Saharia&#39;s Path Lab & Blood Bank,Assam,KAMRUP,Guwahati,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, Bhangagarh
Opposite Anil Plaza","MBBS, MD",Private,YES,NO,24 x 7,100/DR/Mfg/Blood,24-02-2003,2019,26.16274,91.770664,0
183,International Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Lotus Tower, G.S. Road, Christian Basti","MBBS, DPB",Private,YES,NO,24 x 7,58/Dr/Mfg/Blood,9/12/2013,9/12/2018,26.154059,91.781267,0
184,Hayat Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Odalbakra, Lalganesh",MBBS,Private,NO,NO,24 x 7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,26.139171,91.746199,0
185,Rahman Hospital Private Limited Blood Bank,Assam,KAMRUP,Guwahati,"VIP Road, Sixmile, Khanapara, ","MBBS, DCP",Private,NO,NO,24 x 7,92/DR/Mfg/Blood,15-12-2012,2017,26.135133,91.809429,0
186,GNRC Institute of Medical Sciences Blood bank,Assam,KAMRUP,Guwahati,"Sila Grant Town, North Guwahati , Near IIT Guwahati",MBBS,Private,YES,NO,24 x 7,7/DR/Mfg/Blood,1/9/2004,31/12/2013,26.202192,91.693312,0
187,Central Hospital N. F. Railway Blood Bank,Assam,KAMRUP,Maligaon,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati","MBBS, MD",Government,NO,NO,24 x 7,11/DR/Mfg/Blood,10/3/1997,A/F renewal,26.151872,91.694899,0
188,G.N.R.C. Hospital Blood Bank,Assam,KAMRUP METRO,"Dispur, Guwahati","Dispur, Guwahati","MBBS, MD",Private,NO,NO,24 x 7,7/DR/Mfg/Blood,1/9/2004,31-12-2013,26.1391,91.794024,0
189,Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,KAMRUP METRO,Guwahati,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati","MBBS, MD (Pathology), DIHBT",Government,YES,NO,24 x 7,1/96/Mfg/Blood,4/9/2004,31/12/2013,26.159914,91.768498,0
190,Dr. B. Borooah Cancer Institute Blood Bank,Assam,KAMRUP METRO,Guwahati,"Gopinath Nagar, Birubari, Guwahati",MBBS,Government,YES,NO,24 x 7,79/DR/MFG/Blood,2/1/2008,31/01/2012,26.165087,91.747674,0
191,Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,KAMRUP METRO,Guwahati,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, 
Manipuri Basti","MBBS, MD",Private,NO,NO,24 x 7,81/DR/Mfg/Blood,7/11/2009,A/F renewal,26.176689,91.753784,0
192,Down Town Hospital Blood Bank ,Assam,KAMRUP METRO,Guwahati,"4th Floor, Buiding No:1, G.S. Road, Dispur",MBBS,Private,YES,NO,24 x 7,9/DR/Mfg/Blood,10/3/1997,31-12-2012,26.136151,91.796833,0
